,Gender,Age,Category,Quantity,Price,Payment_method,Datetime,Shopping_mall
3992,Male,56,Cosmetics,1,40.66,Cash,8/12/21,Zorlu Center
3993,Female,55,Cosmetics,3,121.98,Credit Card,18/08/2021,Kanyon
3994,Female,52,Souvenir,3,35.19,Debit Card,11/1/21,Kanyon
3995,Male,36,Books,1,15.15,Cash,12/3/22,Metrocity
3996,Male,23,Clothing,2,600.16,Credit Card,1/6/22,Mall of Istanbul
3997,Female,52,Clothing,4,1200.32,Debit Card,4/8/22,Kanyon
3998,Male,20,Technology,3,3150.0,Debit Card,20/11/2021,Mall of Istanbul
3999,Female,56,Souvenir,5,58.65,Cash,16/01/2021,Kanyon
4000,Female,45,Food & Beverage,2,10.46,Cash,12/6/22,Mall of Istanbul
4001,Male,41,Souvenir,5,58.65,Credit Card,9/2/23,Mall of Istanbul
4002,Male,42,Souvenir,2,23.46,Credit Card,9/9/22,Istinye Park
4003,Male,33,Food & Beverage,2,10.46,Credit Card,25/04/2022,Kanyon
4004,Female,66,Clothing,2,600.16,Cash,1/7/22,Mall of Istanbul
4005,Female,66,Cosmetics,1,40.66,Cash,10/2/23,Metrocity
4006,Female,34,Souvenir,4,46.92,Cash,1/5/22,Kanyon
4007,Female,42,Clothing,1,300.08,Credit Card,5/1/22,Mall of Istanbul
4008,Female,58,Books,4,60.6,Cash,1/3/21,Mall of Istanbul
4009,Male,36,Toys,3,107.52,Cash,11/10/21,Metropol AVM
4010,Female,54,Toys,3,107.52,Debit Card,24/11/2021,Metrocity
4011,Male,25,Clothing,4,1200.32,Cash,17/01/2022,Mall of Istanbul
4012,Male,30,Clothing,2,600.16,Cash,5/9/22,Kanyon
4013,Male,55,Clothing,4,1200.32,Debit Card,23/05/2022,Emaar Square Mall
4014,Female,48,Toys,2,71.68,Debit Card,7/2/21,Istinye Park
4015,Female,25,Clothing,1,300.08,Cash,28/09/2022,Forum Istanbul
4016,Female,29,Clothing,1,300.08,Credit Card,15/07/2022,Viaport Outlet
4017,Female,55,Clothing,5,1500.4,Cash,6/10/21,Kanyon
4018,Female,40,Technology,4,4200.0,Cash,23/06/2022,Kanyon
4019,Male,50,Clothing,3,900.24,Credit Card,16/08/2021,Emaar Square Mall
4020,Female,36,Shoes,4,2400.68,Credit Card,10/1/22,Metropol AVM
4021,Female,52,Clothing,2,600.16,Debit Card,23/05/2021,Metrocity
4022,Female,26,Clothing,2,600.16,Cash,4/6/22,Metropol AVM
4023,Male,36,Souvenir,2,23.46,Cash,21/02/2023,Zorlu Center
4024,Male,61,Food & Beverage,4,20.92,Credit Card,18/12/2021,Metrocity
4025,Female,65,Toys,5,179.2,Cash,24/03/2022,Istinye Park
4026,Female,53,Books,2,30.3,Credit Card,20/06/2022,Metrocity
4027,Female,32,Cosmetics,3,121.98,Cash,4/1/22,Mall of Istanbul
4028,Male,39,Clothing,5,1500.4,Cash,3/12/22,Zorlu Center
4029,Female,32,Cosmetics,5,203.3,Cash,7/1/22,Istinye Park
4030,Female,56,Food & Beverage,5,26.15,Cash,27/10/2022,Viaport Outlet
4031,Female,62,Clothing,2,600.16,Debit Card,24/05/2022,Istinye Park
4032,Male,34,Clothing,4,1200.32,Credit Card,1/2/21,Mall of Istanbul
4033,Female,45,Food & Beverage,1,5.23,Debit Card,5/1/22,Forum Istanbul
4034,Male,25,Clothing,4,1200.32,Cash,1/1/23,Kanyon
4035,Male,63,Food & Beverage,4,20.92,Debit Card,12/4/21,Cevahir AVM
4036,Female,48,Souvenir,3,35.19,Cash,22/07/2022,Istinye Park
4037,Female,52,Books,4,60.6,Cash,23/05/2021,Cevahir AVM
4038,Female,40,Cosmetics,4,162.64,Debit Card,22/04/2021,Metropol AVM
4039,Male,36,Shoes,3,1800.51,Cash,15/09/2021,Emaar Square Mall
4040,Male,40,Food & Beverage,5,26.15,Cash,23/01/2022,Forum Istanbul
4041,Female,56,Shoes,4,2400.68,Credit Card,12/2/23,Viaport Outlet
4042,Male,61,Souvenir,1,11.73,Credit Card,23/10/2022,Zorlu Center
4043,Male,30,Shoes,2,1200.34,Cash,25/01/2023,Kanyon
4044,Male,22,Clothing,5,1500.4,Credit Card,14/11/2021,Istinye Park
4045,Male,23,Clothing,5,1500.4,Debit Card,17/11/2022,Metrocity
4046,Female,46,Toys,4,143.36,Cash,12/3/22,Kanyon
4047,Female,64,Clothing,1,300.08,Cash,5/1/23,Istinye Park
4048,Male,44,Books,3,45.45,Cash,26/03/2022,Istinye Park
4049,Male,62,Food & Beverage,2,10.46,Cash,29/06/2022,Viaport Outlet
4050,Female,47,Clothing,5,1500.4,Cash,27/10/2022,Kanyon
4051,Male,29,Toys,2,71.68,Cash,31/05/2022,Cevahir AVM
4052,Male,49,Books,4,60.6,Cash,7/1/22,Kanyon
4053,Male,43,Shoes,3,1800.51,Cash,19/05/2021,Metrocity
4054,Male,28,Toys,4,143.36,Cash,30/01/2023,Metropol AVM
4055,Female,67,Food & Beverage,1,5.23,Credit Card,1/3/21,Mall of Istanbul
4056,Female,28,Clothing,4,1200.32,Credit Card,8/7/22,Kanyon
4057,Female,55,Clothing,1,300.08,Credit Card,4/12/21,Metrocity
4058,Male,69,Cosmetics,2,81.32,Cash,24/07/2022,Zorlu Center
4059,Female,46,Clothing,4,1200.32,Debit Card,24/08/2021,Kanyon
4060,Female,66,Clothing,4,1200.32,Cash,3/4/22,Kanyon
4061,Male,63,Clothing,3,900.24,Cash,26/08/2021,Metropol AVM
4062,Male,67,Cosmetics,4,162.64,Credit Card,23/03/2021,Mall of Istanbul
4063,Female,69,Books,4,60.6,Cash,3/10/21,Metropol AVM
4064,Male,63,Books,5,75.75,Cash,10/1/23,Mall of Istanbul
4065,Female,33,Clothing,5,1500.4,Cash,29/10/2021,Mall of Istanbul
4066,Male,69,Clothing,1,300.08,Cash,31/12/2022,Forum Istanbul
4067,Female,62,Souvenir,1,11.73,Credit Card,14/01/2023,Metrocity
4068,Female,63,Clothing,5,1500.4,Debit Card,3/6/22,Viaport Outlet
4069,Female,36,Cosmetics,1,40.66,Cash,10/12/22,Istinye Park
4070,Female,64,Cosmetics,1,40.66,Credit Card,4/2/21,Mall of Istanbul
4071,Female,64,Clothing,4,1200.32,Cash,21/02/2023,Metrocity
4072,Male,46,Books,3,45.45,Credit Card,22/12/2021,Kanyon
4073,Female,53,Shoe,1,600.17,Cash,18/07/2021,Kanyon
4074,Female,26,Technology,3,3150.0,Credit Card,11/7/21,Emaar Square Mall
4075,Male,61,Cosmetics,2,81.32,Cash,15/01/2023,Mall of Istanbul
4076,Male,37,Toys,5,179.2,Debit Card,15/10/2021,Viaport Outlet
4077,Female,62,Clothing,2,600.16,Credit Card,20/01/2022,Emaar Square Mall
4078,Female,36,Cosmetics,3,121.98,Cash,18/11/2022,Metrocity
4079,Female,35,Souvenir,1,11.73,Cash,13/07/2021,Kanyon
4080,Male,32,Clothing,2,600.16,Cash,23/09/2021,Kanyon
4081,Female,54,Shoes,3,1800.51,Debit Card,11/11/22,Metropol AVM
4082,Female,24,Shoes,5,3000.85,Credit Card,25/10/2021,Kanyon
4083,Male,63,Clothing,1,300.08,Credit Card,13/07/2022,Forum Istanbul
4084,Female,49,Clothing,5,1500.4,Credit Card,17/11/2022,Zorlu Center
4085,Male,68,Clothing,4,1200.32,Cash,5/7/22,Kanyon
4086,Male,40,Clothing,5,1500.4,Cash,21/10/2021,Mall of Istanbul
4087,Female,48,Shoes,2,1200.34,Debit Card,8/6/22,Mall of Istanbul
4088,Female,51,Clothing,5,1500.4,Credit Card,1/6/21,Metrocity
4089,Male,56,Food & Beverage,1,5.23,Debit Card,18/06/2021,Istinye Park
4090,Male,31,Clothing,4,1200.32,Cash,2/2/22,Zorlu Center
4091,Female,23,Clothing,3,900.24,Credit Card,18/12/2021,Mall of Istanbul
4092,Male,53,Clothing,5,1500.4,Cash,29/12/2021,Zorlu Center
4093,Female,52,Food & Beverage,5,26.15,Credit Card,25/11/2022,Kanyon
4094,Female,35,Clothing,1,300.08,Credit Card,4/1/23,Kanyon
4095,Male,67,Clothing,4,1200.32,Cash,17/01/2021,Zorlu Center
4096,Male,37,Clothing,4,1200.32,Debit Card,22/09/2021,Istinye Park
4097,Male,38,Clothing,4,1200.32,Debit Card,2/2/23,Kanyon
4098,Male,69,Food & Beverage,2,10.46,Credit Card,4/12/22,Istinye Park
4099,Female,68,Toys,3,107.52,Debit Card,1/1/23,Emaar Square Mall
4100,Male,30,Clothing,3,900.24,Cash,23/01/2021,Mall of Istanbul
4101,Male,45,Shoes,1,600.17,Debit Card,21/03/2021,Emaar Square Mall
4102,Female,65,Shoes,5,3000.85,Cash,19/07/2021,Mall of Istanbul
4103,Male,54,Cosmetics,5,203.3,Cash,3/3/23,Zorlu Center
4104,Female,40,Clothing,2,600.16,Cash,5/11/21,Kanyon
4105,Male,33,Clothing,3,900.24,Cash,7/7/22,Istinye Park
4106,Female,24,Books,2,30.3,Credit Card,18/12/2021,Kanyon
4107,Male,66,Clothing,5,1500.4,Credit Card,10/9/21,Istinye Park
4108,Male,41,Shoes,1,600.17,Cash,13/05/2021,Kanyon
4109,Female,46,Clothing,3,900.24,Debit Card,13/09/2022,Metrocity
4110,Female,40,Food & Beverage,2,10.46,Credit Card,24/02/2021,Metropol AVM
4111,Female,31,Clothing,3,900.24,Cash,12/1/22,Istinye Park
4112,Female,69,Shoes,2,1200.34,Credit Card,5/11/22,Mall of Istanbul
4113,Female,51,Cosmetics,2,81.32,Debit Card,23/03/2021,Metropol AVM
4114,Female,34,Clothing,2,600.16,Debit Card,27/10/2022,Mall of Istanbul
4115,Female,28,Clothing,4,1200.32,Cash,30/06/2022,Kanyon
4116,Female,46,Food & Beverage,3,15.69,Credit Card,7/3/21,Metropol AVM
4117,Female,68,Books,4,60.6,Cash,1/5/22,Metrocity
4118,Female,58,Clothing,4,1200.32,Credit Card,4/3/22,Cevahir AVM
4119,Female,22,Clothing,1,300.08,Cash,7/2/21,Istinye Park
4120,Male,48,Technology,2,2100.0,Credit Card,3/3/23,Zorlu Center
4121,Male,21,Souvenir,3,35.19,Debit Card,13/02/2022,Emaar Square Mall
4122,Male,58,Clothing,4,1200.32,Credit Card,10/5/21,Zorlu Center
4123,Male,30,Clothing,1,300.08,Cash,18/09/2021,Mall of Istanbul
4124,Female,30,Cosmetics,4,162.64,Cash,25/08/2022,Mall of Istanbul
4125,Female,68,Clothing,1,300.08,Credit Card,13/04/2021,Metropol AVM
4126,Female,27,Toys,3,107.52,Credit Card,12/5/21,Viaport Outlet
4127,Female,46,Cosmetics,5,203.3,Credit Card,25/04/2022,Zorlu Center
4128,Female,19,Souvenir,5,58.65,Cash,28/04/2021,Metropol AVM
4129,Male,23,Clothing,3,900.24,Cash,16/09/2022,Emaar Square Mall
4130,Male,69,Clothing,5,1500.4,Credit Card,5/1/23,Mall of Istanbul
4131,Female,66,Cosmetics,1,40.66,Debit Card,2/7/22,Forum Istanbul
4132,Female,34,Cosmetics,3,121.98,Cash,25/02/2023,Forum Istanbul
4133,Female,34,Food & Beverage,5,26.15,Cash,30/09/2022,Mall of Istanbul
4134,Female,31,Clothing,4,1200.32,Credit Card,27/02/2021,Istinye Park
4135,Female,44,Souvenir,1,11.73,Credit Card,3/4/21,Emaar Square Mall
4136,Male,49,Food & Beverage,3,15.69,Credit Card,21/11/2021,Zorlu Center
4137,Male,64,Cosmetics,5,203.3,Cash,19/01/2021,Kanyon
4138,Female,25,Toys,2,71.68,Cash,7/7/22,Kanyon
4139,Female,58,Shoes,5,3000.85,Credit Card,16/10/2021,Zorlu Center
4140,Female,53,Technology,1,1050.0,Credit Card,23/05/2021,Mall of Istanbul
4141,Male,63,Technologi,3,3150.0,Credit Card,19/11/2021,Metropol AVM
4142,Male,60,Technology,1,1050.0,Credit Card,2/1/21,Zorlu Center
4143,Female,58,Technology,1,1050.0,Credit Card,10/2/22,Kanyon
4144,Female,68,Souvenir,3,35.19,Debit Card,2/1/22,Emaar Square Mall
4145,Female,18,Shoes,1,600.17,Cash,11/10/21,Forum Istanbul
4146,Female,41,Food & Beverage,4,20.92,Cash,11/1/22,Metrocity
4147,Female,57,Cosmetics,3,121.98,Debit Card,18/02/2022,Emaar Square Mall
4148,Female,28,Toys,5,179.2,Cash,14/09/2022,Kanyon
4149,Female,49,Clothing,1,300.08,Credit Card,28/01/2023,Metropol AVM
4150,Female,34,Cosmetics,3,121.98,Cash,20/11/2021,Metrocity
4151,Female,57,Cosmetics,5,203.3,Cash,15/08/2022,Istinye Park
4152,Male,41,Clothing,1,300.08,Cash,8/4/22,Istinye Park
4153,Female,48,Books,2,30.3,Credit Card,26/09/2022,Emaar Square Mall
4154,Female,37,Cosmetics,3,121.98,Cash,3/3/22,Mall of Istanbul
4155,Male,63,Clothing,3,900.24,Cash,14/08/2021,Cevahir AVM
4156,Male,20,Food & Beverage,5,26.15,Cash,1/2/21,Metrocity
4157,Female,37,Souvenir,1,11.73,Cash,5/7/22,Zorlu Center
4158,Female,67,Food & Beverage,2,10.46,Cash,15/09/2021,Istinye Park
4159,Female,24,Food & Beverage,5,26.15,Credit Card,22/08/2022,Mall of Istanbul
4160,Male,52,Clothing,5,1500.4,Cash,7/11/21,Mall of Istanbul
4161,Female,65,Cosmetics,2,81.32,Cash,10/11/22,Metrocity
4162,Female,45,Shoes,3,1800.51,Credit Card,3/10/22,Emaar Square Mall
4163,Female,23,Food & Beverage,2,10.46,Cash,25/03/2022,Zorlu Center
4164,Female,29,Clothing,4,1200.32,Cash,28/02/2022,Mall of Istanbul
4165,Female,42,Clothing,4,1200.32,Cash,30/08/2021,Zorlu Center
4166,Male,47,Clothing,4,1200.32,Credit Card,30/06/2021,Kanyon
4167,Female,35,Souvenir,1,11.73,Cash,12/6/21,Mall of Istanbul
4168,Female,22,Toys,4,143.36,Debit Card,18/06/2021,Kanyon
4169,Male,41,Toys,4,143.36,Credit Card,8/11/22,Cevahir AVM
4170,Female,22,Toys,4,143.36,Credit Card,2/6/22,Mall of Istanbul
4171,Male,69,Technology,1,1050.0,Credit Card,17/05/2022,Cevahir AVM
4172,Female,56,Shoes,1,600.17,Credit Card,16/05/2022,Metrocity
4173,Male,33,Cosmetics,3,121.98,Credit Card,20/04/2022,Forum Istanbul
4174,Female,30,Shoes,4,2400.68,Credit Card,8/7/22,Zorlu Center
4175,Female,64,Food & Beverage,4,20.92,Cash,18/01/2022,Cevahir AVM
4176,Female,37,Shoes,2,1200.34,Credit Card,15/06/2022,Zorlu Center
4177,Female,19,Clothing,3,900.24,Debit Card,1/1/22,Mall of Istanbul
4178,Female,64,Shoes,3,1800.51,Cash,26/07/2022,Mall of Istanbul
4179,Male,38,Clothing,2,600.16,Credit Card,15/06/2022,Metrocity
4180,Male,35,Clothing,4,1200.32,Cash,15/04/2022,Zorlu Center
4181,Male,34,Books,5,75.75,Cash,5/5/22,Kanyon
4182,Male,20,Cosmetics,5,203.3,Cash,16/05/2022,Istinye Park
4183,Male,65,Souvenir,1,11.73,Cash,4/10/21,Kanyon
4184,Female,58,Clothing,5,1500.4,Cash,28/04/2021,Mall of Istanbul
4185,Female,51,Food & Beverage,5,26.15,Cash,17/02/2022,Metropol AVM
4186,Male,36,Cosmetics,1,40.66,Debit Card,11/7/21,Kanyon
4187,Male,29,Clothing,4,1200.32,Cash,4/9/21,Metropol AVM
4188,Female,54,Food & Beverage,3,15.69,Cash,5/2/22,Istinye Park
4189,Female,52,Cosmetics,2,81.32,Credit Card,11/12/22,Mall of Istanbul
4190,Female,57,Cosmetics,3,121.98,Debit Card,11/12/21,Viaport Outlet
4191,Female,24,Clothing,3,900.24,Credit Card,5/8/22,Metrocity
4192,Female,34,Cosmetics,1,40.66,Debit Card,24/09/2021,Forum Istanbul
4193,Female,65,Clothing,5,1500.4,Cash,26/01/2021,Metrocity
4194,Female,54,Food & Beverage,4,20.92,Debit Card,24/12/2022,Metropol AVM
4195,Female,19,Clothing,5,1500.4,Cash,18/03/2021,Metrocity
4196,Female,55,Cosmetics,3,121.98,Debit Card,2/10/22,Forum Istanbul
4197,Female,63,Clothing,1,300.08,Cash,2/3/22,Mall of Istanbul
4198,Male,18,Toys,3,107.52,Cash,24/12/2022,Metropol AVM
4199,Female,48,Clothing,1,300.08,Debit Card,14/09/2022,Emaar Square Mall
4200,Male,39,Cosmetics,1,40.66,Credit Card,5/5/22,Cevahir AVM
4201,Female,66,Clothing,2,600.16,Cash,2/11/21,Istinye Park
4202,Male,49,Food & Beverage,1,5.23,Credit Card,8/8/22,Kanyon
4203,Male,31,Shoes,2,1200.34,Cash,8/3/22,Kanyon
4204,Male,22,Clothing,1,300.08,Cash,8/9/21,Viaport Outlet
4205,Male,62,Food & Beverage,4,20.92,Cash,21/10/2022,Zorlu Center
4206,Female,63,Toys,4,143.36,Cash,20/05/2021,Mall of Istanbul
4207,Female,51,Food & Beverage,5,26.15,Credit Card,6/11/22,Istinye Park
4208,Male,31,Souvenir,5,58.65,Cash,27/08/2022,Mall of Istanbul
4209,Female,18,Clothing,3,900.24,Credit Card,12/1/23,Metropol AVM
4210,Female,41,Clothing,1,300.08,Cash,1/12/22,Kanyon
4211,Male,59,Food & Beverage,5,26.15,Debit Card,12/2/22,Istinye Park
4212,Female,48,Shoes,1,600.17,Debit Card,22/10/2021,Istinye Park
4213,Female,59,Clothing,5,1500.4,Credit Card,14/06/2022,Metrocity
4214,Female,51,Cosmetics,2,81.32,Cash,3/3/23,Istinye Park
4215,Female,38,Cosmetics,4,162.64,Credit Card,21/01/2023,Istinye Park
4216,Female,29,Shoes,4,2400.68,Cash,11/3/21,Kanyon
4217,Female,59,Toys,5,179.2,Cash,6/9/21,Mall of Istanbul
4218,Female,20,Clothing,5,1500.4,Cash,2/11/21,Metrocity
4219,Male,51,Shoes,4,2400.68,Debit Card,29/03/2021,Mall of Istanbul
4220,Male,25,Toys,1,35.84,Cash,17/04/2021,Zorlu Center
4221,Female,37,Clothin,5,1500.4,Cash,19/07/2022,Metropol AVM
4222,Male,20,Shoes,3,1800.51,Cash,28/12/2021,Forum Istanbul
4223,Female,28,Clothing,1,300.08,Cash,3/3/21,Viaport Outlet
4224,Male,21,Food & Beverage,4,20.92,Debit Card,16/02/2021,Metrocity
4225,Female,18,Souvenir,2,23.46,Cash,17/04/2022,Zorlu Center
4226,Male,57,Souvenir,5,58.65,Cash,1/8/22,Emaar Square Mall
4227,Female,54,Clothing,5,1500.4,Credit Card,29/12/2022,Mall of Istanbul
4228,Female,53,Cosmetics,4,162.64,Debit Card,16/09/2021,Cevahir AVM
4229,Female,45,Food & Beverage,5,26.15,Credit Card,20/06/2022,Cevahir AVM
4230,Female,57,Cosmetics,4,162.64,Credit Card,18/08/2022,Mall of Istanbul
4231,Female,49,Cosmetics,4,162.64,Credit Card,26/06/2021,Istinye Park
4232,Male,32,Shoes,5,3000.85,Credit Card,2/3/22,Istinye Park
4233,Female,49,Food & Beverage,1,5.23,Cash,25/12/2021,Zorlu Center
4234,Male,39,Clothing,3,900.24,Cash,11/3/21,Mall of Istanbul
4235,Male,50,Shoes,4,,Cash,3/5/21,Istinye Park
4236,Female,42,Clothing,2,600.16,Credit Card,16/05/2022,Viaport Outlet
4237,Male,54,Clothing,2,600.16,Credit Card,3/11/22,Mall of Istanbul
4238,Female,53,Toys,3,107.52,Credit Card,24/06/2022,Metropol AVM
4239,Female,45,Shoes,5,3000.85,Cash,30/08/2021,Kanyon
4240,Female,21,Cosmetics,2,81.32,Credit Card,7/6/21,Kanyon
4241,Female,49,Food & Beverage,2,10.46,Cash,14/12/2022,Mall of Istanbul
4242,Female,65,Shoes,3,1800.51,Cash,19/09/2021,Kanyon
4243,Male,19,Clothing,3,900.24,Debit Card,13/02/2021,Istinye Park
4244,Female,44,Clothing,4,1200.32,Cash,12/4/22,Metropol AVM
4245,Female,26,Toys,4,143.36,Cash,20/10/2022,Mall of Istanbul
4246,Male,57,Shoes,5,3000.85,Cash,23/11/2021,Metropol AVM
4247,Male,66,Technology,2,2100.0,Credit Card,30/04/2022,Zorlu Center
4248,Female,54,Clothing,3,900.24,Credit Card,18/08/2022,Metropol AVM
4249,Female,60,Clothing,3,900.24,Debit Card,31/10/2022,Metropol AVM
4250,Male,29,Souvenir,3,35.19,Cash,8/6/22,Kanyon
4251,Male,57,Books,5,75.75,Cash,6/2/21,Kanyon
4252,Female,40,Cosmetics,2,81.32,Cash,22/09/2022,Emaar Square Mall
4253,Male,44,Clothing,5,1500.4,Credit Card,18/11/2022,Metrocity
4254,Female,49,Clothing,2,600.16,Debit Card,2/8/22,Viaport Outlet
4255,Female,30,Souvenir,2,23.46,Credit Card,23/02/2023,Kanyon
4256,Male,25,Clothing,2,600.16,Debit Card,8/1/21,Mall of Istanbul
4257,Female,36,Food & Beverage,4,20.92,Debit Card,22/11/2022,Kanyon
4258,Female,56,Clothing,3,900.24,Cash,11/8/22,Metropol AVM
4259,Female,37,Technologi,3,3150.0,Debit Card,19/08/2022,Istinye Park
4260,Male,62,Clothing,5,1500.4,Credit Card,12/10/22,Kanyon
4261,Female,39,Souvenir,1,11.73,Cash,15/06/2022,Zorlu Center
4262,Male,28,Cosmetics,4,162.64,Cash,19/11/2021,Metropol AVM
4263,Female,19,Toys,4,143.36,Cash,1/1/21,Metropol AVM
4264,Female,26,Toys,4,143.36,Cash,31/07/2022,Istinye Park
4265,Female,28,Toys,3,107.52,Credit Card,9/1/22,Mall of Istanbul
4266,Female,28,Cosmetics,1,40.66,Credit Card,29/05/2021,Emaar Square Mall
4267,Female,36,Clothing,1,300.08,Credit Card,13/03/2022,Metrocity
4268,Female,38,Shoes,3,1800.51,Debit Card,23/03/2022,Istinye Park
4269,Female,20,Cosmetics,1,40.66,Credit Card,7/10/22,Mall of Istanbul
4270,Male,25,Food & Beverage,3,15.69,Credit Card,6/3/23,Cevahir AVM
4271,Female,34,Clothing,1,300.08,Credit Card,10/7/22,Kanyon
4272,Female,31,Cosmetics,2,81.32,Credit Card,31/05/2022,Metropol AVM
4273,Female,65,Technology,2,2100.0,Credit Card,7/4/22,Emaar Square Mall
4274,Male,25,Food & Beverage,1,5.23,Cash,17/11/2021,Metrocity
4275,Male,37,Clothing,5,1500.4,Cash,9/2/23,Emaar Square Mall
4276,Female,58,Food & Beverage,2,10.46,Cash,20/02/2023,Cevahir AVM
4277,Female,47,Shoes,2,1200.34,Debit Card,14/04/2021,Metrocity
4278,Male,26,Toys,1,35.84,Credit Card,3/2/23,Viaport Outlet
4279,Male,46,Cosmetics,2,81.32,Credit Card,28/09/2022,Metropol AVM
4280,Male,69,Cosmetics,2,81.32,Cash,12/9/21,Forum Istanbul
4281,Female,27,Clothing,2,600.16,Cash,30/10/2022,Metrocity
4282,Male,32,Shoes,4,2400.68,Cash,19/02/2021,Kanyon
4283,Male,28,Clothing,2,600.16,Debit Card,3/1/23,Metropol AVM
4284,Female,20,Shoes,1,600.17,Cash,4/6/21,Metropol AVM
4285,Female,60,Clothing,2,600.16,Credit Card,5/2/21,Viaport Outlet
4286,Male,31,Food & Beverage,3,15.69,Debit Card,25/05/2022,Istinye Park
4287,Female,50,Clothing,2,600.16,Cash,15/02/2022,Mall of Istanbul
4288,Male,49,Clothing,4,1200.32,Cash,19/01/2021,Kanyon
4289,Male,31,Food & Beverage,4,20.92,Debit Card,11/11/22,Mall of Istanbul
4290,Male,37,Clothing,3,900.24,Cash,23/01/2022,Mall of Istanbul
4291,Male,39,Clothing,3,900.24,Credit Card,12/8/22,Zorlu Center
4292,Female,31,Clothing,1,300.08,Debit Card,5/12/21,Zorlu Center
4293,Male,57,Cosmetics,1,40.66,Debit Card,8/10/22,Forum Istanbul
4294,Male,35,Cosmetics,2,81.32,Debit Card,4/9/21,Metropol AVM
4295,Male,45,Toys,2,71.68,Debit Card,13/02/2022,Forum Istanbul
4296,Male,24,Souvenir,1,11.73,Credit Card,30/03/2021,Mall of Istanbul
4297,Male,31,Clothing,1,300.08,Debit Card,20/01/2021,Mall of Istanbul
4298,Female,67,Cosmetics,2,81.32,Cash,14/01/2021,Metropol AVM
4299,Female,65,Clothing,3,900.24,Cash,14/02/2022,Kanyon
4300,Male,53,Clothing,1,300.08,Credit Card,19/12/2021,Emaar Square Mall
4301,Female,26,Souvenir,4,46.92,Credit Card,29/05/2022,Metrocity
4302,Female,47,Clothing,4,1200.32,Cash,7/2/22,Cevahir AVM
4303,Female,56,Technology,2,2100.0,Cash,15/12/2021,Emaar Square Mall
4304,Male,45,Clothing,4,1200.32,Cash,9/10/21,Mall of Istanbul
4305,Male,23,Clothing,4,1200.32,Cash,3/3/23,Zorlu Center
4306,Female,25,Shoes,3,1800.51,Cash,4/3/23,Kanyon
4307,Male,68,Clothing,3,900.24,Credit Card,11/11/21,Metropol AVM
4308,Female,58,Clothing,3,900.24,Cash,1/2/23,Mall of Istanbul
4309,Female,58,Toys,4,143.36,Cash,28/06/2021,Mall of Istanbul
4310,Female,48,Technology,2,2100.0,Debit Card,6/9/22,Istinye Park
4311,Female,23,Technologi,1,1050.0,Cash,9/6/22,Kanyon
4312,Male,30,Books,5,75.75,Debit Card,28/01/2021,Cevahir AVM
4313,Male,67,Clothing,4,1200.32,Credit Card,23/02/2022,Metrocity
4314,Male,42,Food & Beverage,3,15.69,Credit Card,25/11/2021,Mall of Istanbul
4315,Female,19,Souvenir,5,58.65,Credit Card,24/02/2023,Metropol AVM
4316,Female,30,Toys,2,71.68,Debit Card,23/01/2022,Metrocity
4317,Female,23,Books,3,45.45,Debit Card,28/11/2022,Zorlu Center
4318,Male,27,Toys,2,71.68,Cash,13/02/2023,Istinye Park
4319,Female,26,Food & Beverage,4,20.92,Credit Card,16/10/2022,Kanyon
4320,Female,38,Shoes,1,600.17,Credit Card,31/03/2021,Kanyon
4321,Male,28,Toys,2,71.68,Credit Card,29/04/2022,Metropol AVM
4322,Female,48,Souvenir,1,11.73,Credit Card,2/12/22,Metropol AVM
4323,Male,28,Books,2,30.3,Credit Card,3/7/22,Emaar Square Mall
4324,Male,69,Clothing,4,1200.32,Credit Card,30/06/2021,Emaar Square Mall
4325,Male,24,Toys,3,107.52,Debit Card,16/11/2022,Kanyon
4326,Male,32,Clothing,4,1200.32,Cash,15/09/2022,Metropol AVM
4327,Male,66,Shoes,3,1800.51,Credit Card,24/02/2022,Metropol AVM
4328,Female,37,Souvenir,5,58.65,Cash,2/3/22,Kanyon
4329,Female,49,Cosmetics,5,203.3,Credit Card,8/3/21,Istinye Park
4330,Male,68,Clothing,5,1500.4,Debit Card,26/04/2021,Istinye Park
4331,Male,44,Clothing,5,1500.4,Credit Card,25/04/2022,Emaar Square Mall
4332,Female,45,Cosmetics,5,203.3,Cash,27/01/2023,Metropol AVM
4333,Female,42,Books,1,15.15,Credit Card,12/12/22,Istinye Park
4334,Female,22,Food & Beverage,5,26.15,Debit Card,8/3/22,Mall of Istanbul
4335,Male,69,Clothing,3,900.24,Debit Card,23/01/2023,Mall of Istanbul
4336,Female,28,Clothing,2,600.16,Debit Card,11/8/21,Metrocity
4337,Female,67,Toys,5,179.2,Cash,6/5/21,Mall of Istanbul
4338,Female,46,Shoes,2,1200.34,Credit Card,16/02/2023,Mall of Istanbul
4339,Male,29,Food & Beverage,3,15.69,Cash,19/11/2022,Istinye Park
4340,Male,69,Clothing,2,600.16,Debit Card,8/6/22,Mall of Istanbul
4341,Female,30,Clothing,4,1200.32,Cash,1/2/21,Mall of Istanbul
4342,Female,61,Food & Beverage,1,5.23,Cash,6/10/22,Kanyon
4343,Female,30,Shoes,2,1200.34,Credit Card,28/06/2022,Istinye Park
4344,Female,47,Toys,1,35.84,Cash,6/1/21,Emaar Square Mall
4345,Female,66,Souvenir,2,23.46,Cash,19/02/2022,Mall of Istanbul
