invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
I304848,C262348,Male,67,Clothing,4,1200.32,Cash,17/01/2021,Zorlu Center
I478214,C112684,Male,37,Clothing,4,1200.32,Debit Card,22/09/2021,Istinye Park
I536369,C278146,Male,38,Clothing,4,1200.32,Debit Card,2/2/23,Kanyon
I225756,C250346,Male,69,Food & Beverage,2,10.46,Credit Card,4/12/22,Istinye Park
I218432,C309802,Female,68,Toys,3,107.52,Debit Card,1/1/23,Emaar Square Mall
I357973,C174967,Male,30,Clothing,3,900.24,Cash,23/01/2021,Mall of Istanbul
I130111,C172716,Male,45,Shoes,1,600.17,Debit Card,21/03/2021,Emaar Square Mall
I102694,C782676,Female,65,Shoes,5,3000.85,Cash,19/07/2021,Mall of Istanbul
I197053,C139249,Male,54,Cosmetics,5,203.3,Cash,3/3/23,Zorlu Center
I587289,C159264,Female,40,Clothing,2,600.16,Cash,5/11/21,Kanyon
I235380,C589848,Male,33,Clothing,3,900.24,Cash,7/7/22,Istinye Park
I110555,C115454,Female,24,Books,2,30.3,Credit Card,18/12/2021,Kanyon
I123067,C130979,Male,66,Clothing,5,1500.4,Credit Card,10/9/21,Istinye Park
I152639,C763038,Male,41,Shoes,1,600.17,Cash,13/05/2021,Kanyon
I100111,C314731,Female,46,Clothing,3,900.24,Debit Card,13/09/2022,Metrocity
I169322,C306468,Female,40,Food & Beverage,2,10.46,Credit Card,24/02/2021,Metropol AVM
I140812,C113377,Female,31,Clothing,3,900.24,Cash,12/1/22,Istinye Park
I142151,C179080,Female,69,Shoes,2,1200.34,Credit Card,5/11/22,Mall of Istanbul
I111082,C153773,Female,51,Cosmetics,2,81.32,Debit Card,23/03/2021,Metropol AVM
I414909,C274849,Female,34,Clothing,2,600.16,Debit Card,27/10/2022,Mall of Istanbul
I281567,C314105,Female,28,Clothing,4,1200.32,Cash,30/06/2022,Kanyon
I996251,C149032,Female,46,Food & Beverage,3,15.69,Credit Card,7/3/21,Metropol AVM
I114943,C534897,Female,68,Books,4,60.6,Cash,1/5/22,Metrocity
I106879,C337269,Female,58,Clothing,4,1200.32,Credit Card,4/3/22,Cevahir AVM
I815829,C178786,Female,22,Clothing,1,300.08,Cash,7/2/21,Istinye Park
I235623,C163799,Male,48,Technology,2,2100.0,Credit Card,3/3/23,Zorlu Center
I250720,C322002,Male,21,Souvenir,3,35.19,Debit Card,13/02/2022,Emaar Square Mall
I195905,C330332,Male,58,Clothing,4,1200.32,Credit Card,10/5/21,Zorlu Center
I302730,C802052,Male,30,Clothing,1,300.08,Cash,18/09/2021,Mall of Istanbul
I344657,C230134,Female,30,Cosmetics,4,162.64,Cash,25/08/2022,Mall of Istanbul
I146297,C878282,Female,68,Clothing,1,300.08,Credit Card,13/04/2021,Metropol AVM
I234150,C273879,Female,27,Toys,3,107.52,Credit Card,12/5/21,Viaport Outlet
I233573,C750827,Female,46,Cosmetics,5,203.3,Credit Card,25/04/2022,Zorlu Center
I191448,C317627,Female,19,Souvenir,5,58.65,Cash,28/04/2021,Metropol AVM
I335716,C300284,Male,23,Clothing,3,900.24,Cash,16/09/2022,Emaar Square Mall
I457685,C280122,Male,69,Clothing,5,1500.4,Credit Card,5/1/23,Mall of Istanbul
I270165,C171703,Female,66,Cosmetics,1,40.66,Debit Card,2/7/22,Forum Istanbul
I500187,C411488,Female,34,Cosmetics,3,121.98,Cash,25/02/2023,Forum Istanbul
I287965,C171377,Female,34,Food & Beverage,5,26.15,Cash,30/09/2022,Mall of Istanbul
I181730,C849818,Female,31,Clothing,4,1200.32,Credit Card,27/02/2021,Istinye Park
I122257,C289860,Female,44,Souvenir,1,11.73,Credit Card,3/4/21,Emaar Square Mall
I117451,C431715,Male,49,Food & Beverage,3,15.69,Credit Card,21/11/2021,Zorlu Center
I875334,C250749,Male,64,Cosmetics,5,203.3,Cash,19/01/2021,Kanyon
I103768,C167058,Female,25,Toys,2,71.68,Cash,7/7/22,Kanyon
I323790,C212937,Female,58,Shoes,5,3000.85,Credit Card,16/10/2021,Zorlu Center
I513677,C122080,Female,53,Technology,1,1050.0,Credit Card,23/05/2021,Mall of Istanbul
I136050,C172414,Male,63,Technologi,3,3150.0,Credit Card,19/11/2021,Metropol AVM
I141250,C154814,Male,60,Technology,1,1050.0,Credit Card,2/1/21,Zorlu Center
I246453,C100651,Female,58,Technology,1,1050.0,Credit Card,10/2/22,Kanyon
I608601,C234986,Female,68,Souvenir,3,35.19,Debit Card,2/1/22,Emaar Square Mall
I278216,C222884,Female,18,Shoes,1,600.17,Cash,11/10/21,Forum Istanbul
I232756,C976005,Female,41,Food & Beverage,4,20.92,Cash,11/1/22,Metrocity
I331662,C316852,Female,57,Cosmetics,3,121.98,Debit Card,18/02/2022,Emaar Square Mall
I147944,C199792,Female,28,Toys,5,179.2,Cash,14/09/2022,Kanyon
I653304,C159219,Female,49,Clothing,1,300.08,Credit Card,28/01/2023,Metropol AVM
I238897,C259079,Female,34,Cosmetics,3,121.98,Cash,20/11/2021,Metrocity
I196210,C308401,Female,57,Cosmetics,5,203.3,Cash,15/08/2022,Istinye Park
I615345,C944278,Male,41,Clothing,1,300.08,Cash,8/4/22,Istinye Park
I242162,C182646,Female,48,Books,2,30.3,Credit Card,26/09/2022,Emaar Square Mall
I199670,C314854,Female,37,Cosmetics,3,121.98,Cash,3/3/22,Mall of Istanbul
I334211,C107981,Male,63,Clothing,3,900.24,Cash,14/08/2021,Cevahir AVM
I281004,C904409,Male,20,Food & Beverage,5,26.15,Cash,1/2/21,Metrocity
I169551,C186258,Female,37,Souvenir,1,11.73,Cash,5/7/22,Zorlu Center
I249292,C987364,Female,67,Food & Beverage,2,10.46,Cash,15/09/2021,Istinye Park
I112690,C792478,Female,24,Food & Beverage,5,26.15,Credit Card,22/08/2022,Mall of Istanbul
I278704,C484513,Male,52,Clothing,5,1500.4,Cash,7/11/21,Mall of Istanbul
I573599,C258976,Female,65,Cosmetics,2,81.32,Cash,10/11/22,Metrocity
I138580,C166537,Female,45,Shoes,3,1800.51,Credit Card,3/10/22,Emaar Square Mall
I247840,C194971,Female,23,Food & Beverage,2,10.46,Cash,25/03/2022,Zorlu Center
I263077,C201256,Female,29,Clothing,4,1200.32,Cash,28/02/2022,Mall of Istanbul
I294642,C248351,Female,42,Clothing,4,1200.32,Cash,30/08/2021,Zorlu Center
I232144,C124319,Male,47,Clothing,4,1200.32,Credit Card,30/06/2021,Kanyon
I111111,C737523,Female,35,Souvenir,1,11.73,Cash,12/6/21,Mall of Istanbul
I213351,C129247,Female,22,Toys,4,143.36,Debit Card,18/06/2021,Kanyon
I245003,C542315,Male,41,Toys,4,143.36,Credit Card,8/11/22,Cevahir AVM
I998780,C236001,Female,22,Toys,4,143.36,Credit Card,2/6/22,Mall of Istanbul
I275371,C272077,Male,69,Technology,1,1050.0,Credit Card,17/05/2022,Cevahir AVM
I296849,C185100,Female,56,Shoes,1,600.17,Credit Card,16/05/2022,Metrocity
I317653,C195264,Male,33,Cosmetics,3,121.98,Credit Card,20/04/2022,Forum Istanbul
I254609,C163245,Female,30,Shoes,4,2400.68,Credit Card,8/7/22,Zorlu Center
I314613,C171534,Female,64,Food & Beverage,4,20.92,Cash,18/01/2022,Cevahir AVM
I324620,C172566,Female,37,Shoes,2,1200.34,Credit Card,15/06/2022,Zorlu Center
I286904,C111157,Female,19,Clothing,3,900.24,Debit Card,1/1/22,Mall of Istanbul
I359206,C132511,Female,64,Shoes,3,1800.51,Cash,26/07/2022,Mall of Istanbul
I268323,C196776,Male,38,Clothing,2,600.16,Credit Card,15/06/2022,Metrocity
I286357,C996239,Male,35,Clothing,4,1200.32,Cash,15/04/2022,Zorlu Center
I566550,C155343,Male,34,Books,5,75.75,Cash,5/5/22,Kanyon
I952068,C232613,Male,20,Cosmetics,5,203.3,Cash,16/05/2022,Istinye Park
I298600,C135803,Male,65,Souvenir,1,11.73,Cash,4/10/21,Kanyon
I317064,C110373,Female,58,Clothing,5,1500.4,Cash,28/04/2021,Mall of Istanbul
I331971,C273139,Female,51,Food & Beverage,5,26.15,Cash,17/02/2022,Metropol AVM
I269853,C236844,Male,36,Cosmetics,1,40.66,Debit Card,11/7/21,Kanyon
I169838,C737496,Male,29,Clothing,4,1200.32,Cash,4/9/21,Metropol AVM
I701376,C310354,Female,54,Food & Beverage,3,15.69,Cash,5/2/22,Istinye Park
I182015,C199924,Female,52,Cosmetics,2,81.32,Credit Card,11/12/22,Mall of Istanbul
I198689,C796742,Female,57,Cosmetics,3,121.98,Debit Card,11/12/21,Viaport Outlet
I116032,C314604,Female,24,Clothing,3,900.24,Credit Card,5/8/22,Metrocity
I100397,C262466,Female,34,Cosmetics,1,40.66,Debit Card,24/09/2021,Forum Istanbul
I291717,C605976,Female,65,Clothing,5,1500.4,Cash,26/01/2021,Metrocity
I302944,C618588,Female,54,Food & Beverage,4,20.92,Debit Card,24/12/2022,Metropol AVM
I136569,C313513,Female,19,Clothing,5,1500.4,Cash,18/03/2021,Metrocity
I127866,C218624,Female,55,Cosmetics,3,121.98,Debit Card,2/10/22,Forum Istanbul
I237425,C315305,Female,63,Clothing,1,300.08,Cash,2/3/22,Mall of Istanbul
I112790,C265866,Male,18,Toys,3,107.52,Cash,24/12/2022,Metropol AVM
I259014,C328780,Female,48,Clothing,1,300.08,Debit Card,14/09/2022,Emaar Square Mall
I189328,C179195,Male,39,Cosmetics,1,40.66,Credit Card,5/5/22,Cevahir AVM
I100582,C638859,Female,66,Clothing,2,600.16,Cash,2/11/21,Istinye Park
I342543,C217416,Male,49,Food & Beverage,1,5.23,Credit Card,8/8/22,Kanyon
I317228,C762073,Male,31,Shoes,2,1200.34,Cash,8/3/22,Kanyon
I329896,C422471,Male,22,Clothing,1,300.08,Cash,8/9/21,Viaport Outlet
I319573,C255944,Male,62,Food & Beverage,4,20.92,Cash,21/10/2022,Zorlu Center
I510738,C147823,Female,63,Toys,4,143.36,Cash,20/05/2021,Mall of Istanbul
I753132,C133817,Female,51,Food & Beverage,5,26.15,Credit Card,6/11/22,Istinye Park
I284302,C808276,Male,31,Souvenir,5,58.65,Cash,27/08/2022,Mall of Istanbul
I786441,C151925,Female,18,Clothing,3,900.24,Credit Card,12/1/23,Metropol AVM
I180005,C158295,Female,41,Clothing,1,300.08,Cash,1/12/22,Kanyon
I126318,C826357,Male,59,Food & Beverage,5,26.15,Debit Card,12/2/22,Istinye Park
I624162,C173329,Female,48,Shoes,1,600.17,Debit Card,22/10/2021,Istinye Park
I874950,C162719,Female,59,Clothing,5,1500.4,Credit Card,14/06/2022,Metrocity
I807151,C323356,Female,51,Cosmetics,2,81.32,Cash,3/3/23,Istinye Park
I754281,C115960,Female,38,Cosmetics,4,162.64,Credit Card,21/01/2023,Istinye Park
I345888,C319610,Female,29,Shoes,4,2400.68,Cash,11/3/21,Kanyon
I201383,C167029,Female,59,Toys,5,179.2,Cash,6/9/21,Mall of Istanbul
I725740,C242549,Female,20,Clothing,5,1500.4,Cash,2/11/21,Metrocity
I109687,C105027,Male,51,Shoes,4,2400.68,Debit Card,29/03/2021,Mall of Istanbul
I312263,C249790,Male,25,Toys,1,35.84,Cash,17/04/2021,Zorlu Center
I929465,C570301,Female,37,Clothin,5,1500.4,Cash,19/07/2022,Metropol AVM
I180167,C125774,Male,20,Shoes,3,1800.51,Cash,28/12/2021,Forum Istanbul
I896302,C233313,Female,28,Clothing,1,300.08,Cash,3/3/21,Viaport Outlet
I200140,C966244,Male,21,Food & Beverage,4,20.92,Debit Card,16/02/2021,Metrocity
I320330,C167887,Female,18,Souvenir,2,23.46,Cash,17/04/2022,Zorlu Center
I155987,C325103,Male,57,Souvenir,5,58.65,Cash,1/8/22,Emaar Square Mall
I204301,C326226,Female,54,Clothing,5,1500.4,Credit Card,29/12/2022,Mall of Istanbul
I311066,C956171,Female,53,Cosmetics,4,162.64,Debit Card,16/09/2021,Cevahir AVM
I167997,C125547,Female,45,Food & Beverage,5,26.15,Credit Card,20/06/2022,Cevahir AVM
I316805,C217714,Female,57,Cosmetics,4,162.64,Credit Card,18/08/2022,Mall of Istanbul
I141425,C923536,Female,49,Cosmetics,4,162.64,Credit Card,26/06/2021,Istinye Park
I920756,C123587,Male,32,Shoes,5,3000.85,Credit Card,2/3/22,Istinye Park
I212610,C756880,Female,49,Food & Beverage,1,5.23,Cash,25/12/2021,Zorlu Center
I694977,C186071,Male,39,Clothing,3,900.24,Cash,11/3/21,Mall of Istanbul
I137332,C205731,Male,50,Shoes,4,,Cash,3/5/21,Istinye Park
I508228,C327966,Female,42,Clothing,2,600.16,Credit Card,16/05/2022,Viaport Outlet
I112900,C273375,Male,54,Clothing,2,600.16,Credit Card,3/11/22,Mall of Istanbul
I214748,C926015,Female,53,Toys,3,107.52,Credit Card,24/06/2022,Metropol AVM
I147252,C297418,Female,45,Shoes,5,3000.85,Cash,30/08/2021,Kanyon
I138911,C104400,Female,21,Cosmetics,2,81.32,Credit Card,7/6/21,Kanyon
I874304,C212402,Female,49,Food & Beverage,2,10.46,Cash,14/12/2022,Mall of Istanbul
I327790,C259891,Female,65,Shoes,3,1800.51,Cash,19/09/2021,Kanyon
I242442,C164627,Male,19,Clothing,3,900.24,Debit Card,13/02/2021,Istinye Park
I245706,C213391,Female,44,Clothing,4,1200.32,Cash,12/4/22,Metropol AVM
I115910,C357950,Female,26,Toys,4,143.36,Cash,20/10/2022,Mall of Istanbul
I498808,C217437,Male,57,Shoes,5,3000.85,Cash,23/11/2021,Metropol AVM
I170358,C116591,Male,66,Technology,2,2100.0,Credit Card,30/04/2022,Zorlu Center
I260845,C150054,Female,54,Clothing,3,900.24,Credit Card,18/08/2022,Metropol AVM
I410979,C202467,Female,60,Clothing,3,900.24,Debit Card,31/10/2022,Metropol AVM
I137793,C125998,Male,29,Souvenir,3,35.19,Cash,8/6/22,Kanyon
I929852,C197375,Male,57,Books,5,75.75,Cash,6/2/21,Kanyon
I701277,C170705,Female,40,Cosmetics,2,81.32,Cash,22/09/2022,Emaar Square Mall
I212681,C285223,Male,44,Clothing,5,1500.4,Credit Card,18/11/2022,Metrocity
I126370,C169790,Female,49,Clothing,2,600.16,Debit Card,2/8/22,Viaport Outlet
I335587,C191315,Female,30,Souvenir,2,23.46,Credit Card,23/02/2023,Kanyon
I221362,C244520,Male,25,Clothing,2,600.16,Debit Card,8/1/21,Mall of Istanbul
I132694,C238158,Female,36,Food & Beverage,4,20.92,Debit Card,22/11/2022,Kanyon
I112154,C829554,Female,56,Clothing,3,900.24,Cash,11/8/22,Metropol AVM
I321426,C206561,Female,37,Technologi,3,3150.0,Debit Card,19/08/2022,Istinye Park
I314985,C254020,Male,62,Clothing,5,1500.4,Credit Card,12/10/22,Kanyon
I158834,C337040,Female,39,Souvenir,1,11.73,Cash,15/06/2022,Zorlu Center
I639798,C703178,Male,28,Cosmetics,4,162.64,Cash,19/11/2021,Metropol AVM
I322318,C441501,Female,19,Toys,4,143.36,Cash,1/1/21,Metropol AVM
I339594,C420679,Female,26,Toys,4,143.36,Cash,31/07/2022,Istinye Park
I332236,C209058,Female,28,Toys,3,107.52,Credit Card,9/1/22,Mall of Istanbul
I236461,C322772,Female,28,Cosmetics,1,40.66,Credit Card,29/05/2021,Emaar Square Mall
I176498,C108567,Female,36,Clothing,1,300.08,Credit Card,13/03/2022,Metrocity
I122418,C120573,Female,38,Shoes,3,1800.51,Debit Card,23/03/2022,Istinye Park
I163102,C248689,Female,20,Cosmetics,1,40.66,Credit Card,7/10/22,Mall of Istanbul
I206871,C319422,Male,25,Food & Beverage,3,15.69,Credit Card,6/3/23,Cevahir AVM
I193414,C836715,Female,34,Clothing,1,300.08,Credit Card,10/7/22,Kanyon
I837804,C147414,Female,31,Cosmetics,2,81.32,Credit Card,31/05/2022,Metropol AVM
I227018,C102212,Female,65,Technology,2,2100.0,Credit Card,7/4/22,Emaar Square Mall
I305854,C284487,Male,25,Food & Beverage,1,5.23,Cash,17/11/2021,Metrocity
I222086,C978718,Male,37,Clothing,5,1500.4,Cash,9/2/23,Emaar Square Mall
I138673,C402984,Female,58,Food & Beverage,2,10.46,Cash,20/02/2023,Cevahir AVM
I972557,C148066,Female,47,Shoes,2,1200.34,Debit Card,14/04/2021,Metrocity
I429412,C184011,Male,26,Toys,1,35.84,Credit Card,3/2/23,Viaport Outlet
I318318,C582476,Male,46,Cosmetics,2,81.32,Credit Card,28/09/2022,Metropol AVM
I108922,C118100,Male,69,Cosmetics,2,81.32,Cash,12/9/21,Forum Istanbul
I482349,C196794,Female,27,Clothing,2,600.16,Cash,30/10/2022,Metrocity
I172731,C323784,Male,32,Shoes,4,2400.68,Cash,19/02/2021,Kanyon
I119938,C690330,Male,28,Clothing,2,600.16,Debit Card,3/1/23,Metropol AVM
I283315,C154884,Female,20,Shoes,1,600.17,Cash,4/6/21,Metropol AVM
I158925,C299868,Female,60,Clothing,2,600.16,Credit Card,5/2/21,Viaport Outlet
I127942,C183029,Male,31,Food & Beverage,3,15.69,Debit Card,25/05/2022,Istinye Park
I199638,C964477,Female,50,Clothing,2,600.16,Cash,15/02/2022,Mall of Istanbul
I215762,C855735,Male,49,Clothing,4,1200.32,Cash,19/01/2021,Kanyon
I273230,C784224,Male,31,Food & Beverage,4,20.92,Debit Card,11/11/22,Mall of Istanbul
I324107,C310475,Male,37,Clothing,3,900.24,Cash,23/01/2022,Mall of Istanbul
I124871,C330434,Male,39,Clothing,3,900.24,Credit Card,12/8/22,Zorlu Center
I309214,C117958,Female,31,Clothing,1,300.08,Debit Card,5/12/21,Zorlu Center
I335770,C336888,Male,57,Cosmetics,1,40.66,Debit Card,8/10/22,Forum Istanbul
I493161,C192156,Male,35,Cosmetics,2,81.32,Debit Card,4/9/21,Metropol AVM
I576966,C193601,Male,45,Toys,2,71.68,Debit Card,13/02/2022,Forum Istanbul
I208133,C154955,Male,24,Souvenir,1,11.73,Credit Card,30/03/2021,Mall of Istanbul
I239576,C141513,Male,31,Clothing,1,300.08,Debit Card,20/01/2021,Mall of Istanbul
I332122,C270835,Female,67,Cosmetics,2,81.32,Cash,14/01/2021,Metropol AVM
I666765,C242751,Female,65,Clothing,3,900.24,Cash,14/02/2022,Kanyon
I111366,C187216,Male,53,Clothing,1,300.08,Credit Card,19/12/2021,Emaar Square Mall
I114024,C116367,Female,26,Souvenir,4,46.92,Credit Card,29/05/2022,Metrocity
I301431,C127227,Female,47,Clothing,4,1200.32,Cash,7/2/22,Cevahir AVM
I248342,C135489,Female,56,Technology,2,2100.0,Cash,15/12/2021,Emaar Square Mall
I255781,C267225,Male,45,Clothing,4,1200.32,Cash,9/10/21,Mall of Istanbul
I826922,C938850,Male,23,Clothing,4,1200.32,Cash,3/3/23,Zorlu Center
I175058,C105433,Female,25,Shoes,3,1800.51,Cash,4/3/23,Kanyon
I244402,C999631,Male,68,Clothing,3,900.24,Credit Card,11/11/21,Metropol AVM
I269858,C250690,Female,58,Clothing,3,900.24,Cash,1/2/23,Mall of Istanbul
I223782,C763899,Female,58,Toys,4,143.36,Cash,28/06/2021,Mall of Istanbul
I740805,C217177,Female,48,Technology,2,2100.0,Debit Card,6/9/22,Istinye Park
I264482,C321545,Female,23,Technologi,1,1050.0,Cash,9/6/22,Kanyon
I241635,C299806,Male,30,Books,5,75.75,Debit Card,28/01/2021,Cevahir AVM
I142340,C266897,Male,67,Clothing,4,1200.32,Credit Card,23/02/2022,Metrocity
I191710,C534166,Male,42,Food & Beverage,3,15.69,Credit Card,25/11/2021,Mall of Istanbul
I254743,C243280,Female,19,Souvenir,5,58.65,Credit Card,24/02/2023,Metropol AVM
I649410,C316862,Female,30,Toys,2,71.68,Debit Card,23/01/2022,Metrocity
I173253,C258512,Female,23,Books,3,45.45,Debit Card,28/11/2022,Zorlu Center
I128611,C451147,Male,27,Toys,2,71.68,Cash,13/02/2023,Istinye Park
I246974,C101089,Female,26,Food & Beverage,4,20.92,Credit Card,16/10/2022,Kanyon
I179404,C915732,Female,38,Shoes,1,600.17,Credit Card,31/03/2021,Kanyon
I235367,C636660,Male,28,Toys,2,71.68,Credit Card,29/04/2022,Metropol AVM
I189519,C187555,Female,48,Souvenir,1,11.73,Credit Card,2/12/22,Metropol AVM
I185285,C651058,Male,28,Books,2,30.3,Credit Card,3/7/22,Emaar Square Mall
I571220,C177579,Male,69,Clothing,4,1200.32,Credit Card,30/06/2021,Emaar Square Mall
I908768,C444381,Male,24,Toys,3,107.52,Debit Card,16/11/2022,Kanyon
I834142,C327977,Male,32,Clothing,4,1200.32,Cash,15/09/2022,Metropol AVM
I324403,C128616,Male,66,Shoes,3,1800.51,Credit Card,24/02/2022,Metropol AVM
I158224,C989483,Female,37,Souvenir,5,58.65,Cash,2/3/22,Kanyon
I828538,C633095,Female,49,Cosmetics,5,203.3,Credit Card,8/3/21,Istinye Park
I197591,C102286,Male,68,Clothing,5,1500.4,Debit Card,26/04/2021,Istinye Park
I142285,C353813,Male,44,Clothing,5,1500.4,Credit Card,25/04/2022,Emaar Square Mall
I949488,C149406,Female,45,Cosmetics,5,203.3,Cash,27/01/2023,Metropol AVM
I585712,C172534,Female,42,Books,1,15.15,Credit Card,12/12/22,Istinye Park
I111041,C228105,Female,22,Food & Beverage,5,26.15,Debit Card,8/3/22,Mall of Istanbul
I115038,C323551,Male,69,Clothing,3,900.24,Debit Card,23/01/2023,Mall of Istanbul
I811587,C107758,Female,28,Clothing,2,600.16,Debit Card,11/8/21,Metrocity
I106198,C319690,Female,67,Toys,5,179.2,Cash,6/5/21,Mall of Istanbul
I304153,C222257,Female,46,Shoes,2,1200.34,Credit Card,16/02/2023,Mall of Istanbul
I163592,C207892,Male,29,Food & Beverage,3,15.69,Cash,19/11/2022,Istinye Park
I153840,C132864,Male,69,Clothing,2,600.16,Debit Card,8/6/22,Mall of Istanbul
I286570,C798344,Female,30,Clothing,4,1200.32,Cash,1/2/21,Mall of Istanbul
I214367,C414801,Female,61,Food & Beverage,1,5.23,Cash,6/10/22,Kanyon
I164266,C836324,Female,30,Shoes,2,1200.34,Credit Card,28/06/2022,Istinye Park
I317496,C585071,Female,47,Toys,1,35.84,Cash,6/1/21,Emaar Square Mall
I966046,C158429,Female,66,Souvenir,2,23.46,Cash,19/02/2022,Mall of Istanbul
I122607,C330894,Male,68,Clothing,3,900.24,Debit Card,9/9/21,Istinye Park
I124782,C178663,Female,22,Souvenir,5,58.65,Credit Card,27/09/2021,Kanyon
I267031,C783884,Female,51,Clothing,1,300.08,Cash,10/9/21,Emaar Square Mall
I107113,C244097,Male,38,Shoes,1,600.17,Credit Card,8/6/22,Emaar Square Mall
I241054,C325612,Male,20,Books,4,60.6,Debit Card,2/10/21,Metropol AVM
I145145,C103653,Female,32,Shoes,3,1800.51,Credit Card,11/10/22,Forum Istanbul
I313955,C463618,Female,43,Clothing,5,1500.4,Credit Card,26/06/2021,Cevahir AVM
I860514,C132036,Female,36,Shoes,5,3000.85,Cash,14/07/2022,Emaar Square Mall
I212277,C843852,Male,28,Toys,2,71.68,Credit Card,30/11/2022,Mall of Istanbul
I314427,C304058,Female,54,Technology,5,5250.0,Cash,14/03/2022,Metrocity
I609535,C357221,Female,23,Technology,2,2100.0,Debit Card,25/04/2021,Istinye Park
I167297,C942784,Female,25,Technology,2,2100.0,Credit Card,14/09/2021,Viaport Outlet
I217440,C178909,Female,50,Food & Beverage,2,10.46,Debit Card,28/09/2021,Istinye Park
I346405,C273649,Male,19,Cosmetics,3,121.98,Cash,16/08/2021,Mall of Istanbul
I283305,C305139,Female,41,Books,3,45.45,Cash,11/10/22,Mall of Istanbul
I153089,C226982,Female,38,Clothing,1,300.08,Cash,23/06/2021,Kanyon
I258237,C156437,Female,53,Souvenir,5,58.65,Cash,2/5/22,Kanyon
I678814,C808483,Male,69,Cosmetics,2,81.32,Credit Card,5/2/21,Forum Istanbul
I177232,C235353,Male,19,Technology,2,2100.0,Cash,4/3/23,Metrocity
I131267,C863600,Male,50,Shoes,4,2400.68,Cash,5/1/22,Forum Istanbul
I212704,C321396,Female,27,Clothing,1,300.08,Cash,23/02/2021,Cevahir AVM
I217001,C651471,Male,22,Clothing,1,300.08,Credit Card,16/05/2022,Kanyon
I256606,C435361,Female,66,Food & Beverage,4,20.92,Debit Card,19/02/2023,Mall of Istanbul
I911155,C318711,Female,41,Food & Beverage,2,10.46,Cash,3/12/22,Mall of Istanbul
I335288,C189448,Female,48,Clothing,4,1200.32,Debit Card,17/01/2023,Istinye Park
I101755,C333796,Female,53,Clothing,3,900.24,Debit Card,19/02/2021,Metrocity
I273169,C109700,Female,22,Clothing,2,600.16,Cash,26/10/2021,Metrocity
I189489,C833325,Male,36,Toys,4,143.36,Cash,19/08/2021,Mall of Istanbul
I416397,C247803,Female,20,Food & Beverage,3,15.69,Cash,29/01/2022,Kanyon
I200268,C402199,Male,41,Shoes,4,2400.68,Credit Card,31/01/2023,Forum Istanbul
I342455,C254037,Male,45,Books,1,15.15,Credit Card,23/09/2021,Istinye Park
I532577,C230078,Male,58,Cosmetics,5,203.3,Cash,18/07/2021,Kanyon
I743323,C122514,Male,59,Clothing,5,1500.4,Credit Card,25/01/2022,Viaport Outlet
I247291,C339484,Female,66,Clothing,1,300.08,Cash,12/9/21,Kanyon
I229854,C183449,Male,27,Shoes,5,3000.85,Credit Card,20/04/2022,Viaport Outlet
I316653,C266105,Male,53,Clothing,3,900.24,Credit Card,24/01/2022,Kanyon
I331938,C864800,Male,24,Cosmetics,1,40.66,Debit Card,14/07/2022,Metrocity
I159120,C905872,Female,19,Food & Beverage,3,15.69,Debit Card,30/10/2021,Emaar Square Mall
I249667,C929965,Female,45,Shoes,5,3000.85,Credit Card,25/04/2021,Forum Istanbul
I201134,C319233,Female,53,Toys,1,35.84,Credit Card,3/12/22,Mall of Istanbul
I131803,C259860,Male,50,Technology,2,2100.0,Cash,30/09/2022,Metrocity
I119846,C162656,Female,29,Food & Beverage,1,5.23,Cash,7/10/21,Mall of Istanbul
I285515,C235231,Female,26,Food & Beverage,5,26.15,Credit Card,5/11/22,Mall of Istanbul
I235676,C127873,Female,68,Shoes,5,3000.85,Cash,6/11/21,Kanyon
I151514,C255842,Female,66,Books,4,60.6,Debit Card,20/08/2021,Metrocity
I338222,C299846,Female,19,Cosmetics,1,40.66,Credit Card,20/07/2022,Cevahir AVM
I224241,C540707,Male,35,Clothing,3,900.24,Cash,11/4/22,Mall of Istanbul
I241531,C116942,Male,36,Clothing,3,900.24,Cash,21/02/2022,Kanyon
I157282,C315202,Male,43,Toys,4,143.36,Debit Card,6/5/21,Viaport Outlet
I933248,C109185,Male,54,Clothing,3,900.24,Cash,17/10/2022,Forum Istanbul
I163612,C217780,Female,57,Clothing,1,300.08,Credit Card,5/7/21,Metropol AVM
I161937,C183768,Male,55,Shoes,3,1800.51,Cash,8/8/22,Cevahir AVM
I292776,C255528,Female,45,Clothing,1,300.08,Debit Card,28/09/2021,Kanyon
I169449,C123523,Female,55,Clothing,5,1500.4,Cash,28/09/2022,Metropol AVM
I129325,C156230,Male,23,Food & Beverage,3,15.69,Credit Card,19/06/2021,Kanyon
I104147,C237320,Female,34,Clothing,3,900.24,Credit Card,29/05/2022,Kanyon
I145183,C280590,Male,45,Toys,1,35.84,Cash,18/01/2023,Metrocity
I906522,C285626,Female,49,Clothing,1,300.08,Debit Card,9/11/22,Mall of Istanbul
I414814,C406595,Male,51,Cosmetics,3,121.98,Debit Card,2/7/21,Emaar Square Mall
I117736,C336781,Female,25,,1,300.08,Credit Card,17/01/2022,Mall of Istanbul
I950050,C194761,Female,62,Toys,1,35.84,Credit Card,17/11/2022,Kanyon
I177345,C270902,Female,23,Clothing,2,600.16,Cash,25/02/2021,Mall of Istanbul
