,index,invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
380,9359,I296790,C124997,Male,37,Clothing,4,1200.32,Debit Card,21/02/2021,Kanyon
4713,65462,I953851,C330630,Male,49,Food & Beverage,1,5.23,Credit Card,16/03/2022,Metrocity
2066,5936,I131683,C203860,Male,49,Clothing,3,900.24,Credit Card,19/01/2021,Istinye Park
2148,23586,I310640,C105515,Female,43,Clothing,5,1500.4,Credit Card,28/07/2021,Mall of Istanbul
2320,74117,I703282,C133476,Female,60,Shoes,4,2400.68,Debit Card,31/05/2021,Emaar Square Mall
1729,69539,I253992,C835319,Male,33,Shoes,2,1200.34,Credit Card,5/10/21,Viaport Outlet
4248,12833,I260845,C150054,Female,54,Clothing,3,900.24,Credit Card,18/08/2022,Metropol AVM
2988,45249,I228774,C141915,Male,19,Cosmetics,2,81.32,Credit Card,20/11/2022,Mall of Istanbul
471,37937,I290081,C105480,Female,24,Clothing,1,300.08,Cash,6/5/21,Metropol AVM
4896,9076,I123383,C357870,Female,61,Clothing,3,900.24,Cash,19/01/2021,Mall of Istanbul
4053,76485,I139377,C280914,Male,43,Shoes,3,1800.51,Cash,19/05/2021,Metrocity
4630,41540,I308826,C734390,Female,38,Cosmetics,5,203.3,Cash,11/8/22,Metrocity
3535,17500,I909944,C908173,Male,49,Clothing,4,1200.32,Cash,21/12/2021,Mall of Istanbul
492,81778,I287446,C320641,Male,68,Souvenir,4,46.92,Credit Card,19/04/2022,Istinye Park
4573,35867,I975454,C332173,Female,22,Clothing,1,300.08,Cash,24/08/2022,Kanyon
37,95568,I303754,C301830,Male,66,Toys,3,107.52,Credit Card,9/12/21,Kanyon
4595,61470,I309255,C139756,Female,68,Food & Beverage,1,5.23,Debit Card,29/03/2021,Mall of Istanbul
3829,53975,I156538,C293422,Male,58,Cosmetics,4,162.64,Credit Card,22/07/2021,Metrocity
3571,21411,I288372,C281267,Male,52,Clothing,5,1500.4,Cash,23/02/2021,Emaar Square Mall
1231,70519,I149756,C206174,Female,59,Shoes,5,3000.85,Credit Card,22/03/2022,Kanyon
1184,83021,I193125,C574947,Male,63,Souvenir,1,11.73,Credit Card,11/12/22,Cevahir AVM
1897,50745,I314510,C203294,Male,28,Cosmetics,2,81.32,Credit Card,3/4/22,Kanyon
368,72693,I200274,C263406,Female,29,Shoes,3,1800.51,Credit Card,26/06/2021,Metrocity
1012,69516,I237866,C297260,Male,31,Shoes,5,3000.85,Credit Card,13/01/2023,Metropol AVM
9,16332,I451093,C225234,Female,29,Clothing,1,300.08,Debit Card,8/9/21,Viaport Outlet
4428,11378,I259180,C847502,Male,44,Clothing,5,1500.4,Cash,14/12/2022,Mall of Istanbul
2883,88615,I608362,C157625,Female,65,Technology,5,5250,Credit Card,22/02/2021,Kanyon
960,28990,I435103,C227932,Female,39,Clothing,4,1200.32,Credit Card,4/1/23,Metrocity
1732,19753,I476972,C703731,Female,58,Clothing,3,900.24,Cash,29/12/2022,Kanyon
2905,33729,I108696,C236634,Female,69,Clothing,2,600.16,Debit Card,16/06/2021,Viaport Outlet
2265,99361,I266060,C917661,Male,21,Toys,3,107.52,Credit Card,21/11/2022,Metropol AVM
3140,12659,I123540,C325084,Male,51,Clothing,5,1500.4,Credit Card,3/5/21,Kanyon
2951,57396,I936612,C280840,Female,56,Food & Beverage,1,5.23,Cash,16/04/2021,Mall of Istanbul
3187,29747,I539046,C297377,Male,67,Clothing,3,900.24,Cash,16/02/2021,Istinye Park
1288,59475,I217590,C137740,Male,23,Food & Beverage,1,5.23,Cash,7/3/21,Mall of Istanbul
2972,60970,I130952,C175277,Male,20,Food & Beverage,3,15.69,Cash,3/5/21,Kanyon
1535,74137,I308507,C991717,Female,43,Shoes,4,2400.68,Cash,22/12/2021,Forum Istanbul
1393,87678,I225875,C145256,Female,30,Technology,2,2100,Debit Card,10/5/22,Metrocity
2617,59620,I195516,C440398,Female,53,Food & Beverage,4,20.92,Debit Card,1/4/21,Kanyon
2243,46961,I332654,C223708,Female,39,Cosmetics,3,121.98,Cash,4/7/21,Emaar Square Mall
4910,36804,I280835,C116990,Female,29,Clothing,2,600.16,Cash,11/4/21,Mall of Istanbul
4018,85674,I150730,C271670,Female,40,Technology,4,4200,Cash,23/06/2022,Kanyon
2849,12635,I298262,C221985,Male,57,Clothing,2,600.16,Cash,26/02/2022,Metrocity
2991,11344,I121117,C327814,Female,23,Clothing,4,1200.32,Cash,6/10/21,Mall of Istanbul
617,64782,I166245,C315434,Male,30,Food & Beverage,1,5.23,Cash,24/11/2022,Mall of Istanbul
1159,44342,I201040,C248287,Female,51,Cosmetics,4,162.64,Cash,2/12/22,Kanyon
1485,20688,I320933,C160839,Female,27,Clothing,2,600.16,Cash,21/01/2023,Mall of Istanbul
113,36551,I296263,C955596,Male,24,Clothing,5,1500.4,Credit Card,29/04/2022,Emaar Square Mall
316,83058,I145994,C332603,Female,45,Souvenir,1,11.73,Cash,17/05/2022,Metropol AVM
2523,93090,I158798,C754829,Female,23,Toys,1,35.84,Credit Card,11/9/21,Metropol AVM
656,13487,I107551,C505172,Female,23,Clothing,4,1200.32,Credit Card,31/05/2021,Kanyon
1004,29371,I822877,C300006,Male,35,Clothing,1,300.08,Credit Card,29/01/2022,Metrocity
3643,7354,I320639,C251693,Female,54,Clothing,2,600.16,Credit Card,13/10/2021,Metrocity
4249,31585,I410979,C202467,Female,60,Clothing,3,900.24,Debit Card,31/10/2022,Metropol AVM
376,25448,I143489,C339319,Female,35,Clothing,5,1500.4,Cash,23/01/2022,Mall of Istanbul
141,60558,I297152,C994812,Female,65,Food & Beverage,5,26.15,Credit Card,28/12/2021,Emaar Square Mall
848,37359,I233040,C431612,Male,28,Clothing,4,1200.32,Cash,21/02/2021,Kanyon
668,18638,I261471,C117578,Male,38,Clothing,4,1200.32,Credit Card,12/12/22,Viaport Outlet
2788,91256,I395547,C279199,Male,41,Toys,2,71.68,Credit Card,14/02/2021,Metrocity
4907,4694,I313512,C163609,Male,58,Books,1,15.15,Debit Card,25/10/2022,Metropol AVM
2358,64105,I281101,C600995,Female,30,Food & Beverage,5,26.15,Credit Card,19/11/2021,Kanyon
4629,42920,I193203,C126885,Male,40,Cosmetics,4,162.64,Cash,3/3/21,Mall of Istanbul
2823,91395,I206993,C178862,Female,55,Toys,2,71.68,Cash,4/2/21,Kanyon
227,22761,I282637,C934245,Female,62,Clothing,5,1500.4,Credit Card,14/11/2021,Cevahir AVM
703,28204,I170463,C842830,Female,40,Clothing,5,1500.4,Credit Card,12/7/22,Cevahir AVM
2691,81911,I334001,C288154,Male,53,Souvenir,1,11.73,Cash,4/3/21,Cevahir AVM
4590,75820,I261952,C966854,Female,68,Shoes,5,3000.85,Debit Card,10/9/21,Kanyon
1650,25141,I410682,C138306,Male,56,Clothing,4,1200.32,Credit Card,17/07/2021,Kanyon
2561,79998,I281262,C106353,Male,66,Souvenir,2,23.46,Debit Card,11/6/21,Kanyon
3133,43996,I220645,C521667,Male,36,Cosmetics,5,203.3,Credit Card,20/09/2021,Istinye Park
3945,34030,I508766,C117271,Male,64,Clothing,1,300.08,Cash,7/10/21,Istinye Park
3475,43397,I298943,C184748,Female,63,Cosmetics,2,81.32,Cash,28/04/2021,Kanyon
2966,37377,I951462,C530359,Female,36,Clothing,4,1200.32,Cash,2/2/21,Kanyon
3008,58114,I376143,C324233,Female,47,Food & Beverage,3,15.69,Debit Card,3/1/21,Metrocity
4232,77345,I920756,C123587,Male,32,Shoes,5,3000.85,Credit Card,2/3/22,Istinye Park
2369,30975,I717654,C328592,Female,61,Clothing,4,1200.32,Credit Card,26/03/2022,Mall of Istanbul
2291,88355,I598989,C125404,Male,46,Technology,4,4200,Cash,11/9/22,Istinye Park
1312,92276,I872254,C319442,Male,45,Toys,5,179.2,Credit Card,10/12/22,Kanyon
3043,76975,I286797,C203241,Male,66,Shoes,2,1200.34,Cash,20/06/2022,Mall of Istanbul
630,79309,I270423,C112089,Male,65,Shoes,4,2400.68,Debit Card,11/2/21,Metrocity
81,45523,I193704,C336281,Female,55,Cosmetics,3,121.98,Credit Card,6/12/22,Metrocity
3258,46957,I278482,C323394,Female,35,Cosmetics,1,40.66,Credit Card,1/11/21,Istinye Park
3755,69333,I325143,C569580,Male,27,Food & Beverage,2,10.46,Cash,22/09/2021,Forum Istanbul
3370,49015,I123142,C267953,Male,43,Cosmetics,3,121.98,Cash,7/12/21,Kanyon
3527,64920,I792746,C332372,Male,31,Food & Beverage,5,26.15,Debit Card,3/2/22,Istinye Park
1538,92082,I293362,C267256,Female,20,Toys,4,143.36,Credit Card,19/02/2021,Mall of Istanbul
3019,13220,I214201,C127892,Female,35,Clothing,5,1500.4,Cash,4/11/22,Metrocity
443,42990,I220435,C233806,Male,26,Cosmetics,4,162.64,Cash,8/6/21,Kanyon
810,22067,I689738,C227900,Female,29,Clothing,2,600.16,Debit Card,6/2/22,Zorlu Center
1851,99155,I959021,C337604,Male,33,Toys,2,71.68,Cash,11/1/22,Zorlu Center
2060,3952,I166554,C125126,Female,57,Books,4,60.6,Cash,17/07/2022,Cevahir AVM
3611,82823,I317569,C182554,Male,49,Souvenir,1,11.73,Debit Card,10/2/23,Kanyon
2431,2528,I636169,C226303,Female,41,Books,3,45.45,Debit Card,5/11/21,Metropol AVM
3094,97147,I208939,C165155,Male,29,Toys,4,143.36,Credit Card,19/07/2021,Metropol AVM
3663,68079,I230762,C282099,Female,60,Food & Beverage,4,20.92,Credit Card,20/09/2021,Istinye Park
2321,85435,I383728,C116335,Female,28,Technology,1,1050,Credit Card,3/2/23,Metropol AVM
571,59841,I229949,C328365,Female,33,Food & Beverage,4,20.92,Credit Card,16/06/2022,Mall of Istanbul
3865,37698,I758318,C312467,Female,20,Clothing,4,1200.32,Cash,23/10/2022,Mall of Istanbul
1571,26256,I330777,C225009,Male,48,Clothing,5,1500.4,Cash,19/08/2022,Forum Istanbul
3366,8161,I420763,C310066,Female,25,Clothing,4,1200.32,Credit Card,19/01/2022,Metropol AVM
1084,42977,I300072,C312840,Female,45,Cosmetics,2,81.32,Debit Card,19/04/2022,Metrocity
1505,60153,I109391,C241190,Female,30,Food & Beverage,2,10.46,Credit Card,10/2/22,Kanyon
780,60574,I705120,C200229,Female,67,Food & Beverage,4,20.92,Credit Card,7/3/23,Forum Istanbul
1982,98789,I117030,C269773,Female,59,Toys,4,143.36,Cash,13/04/2021,Metrocity
2742,57654,I506471,C182183,Male,36,Food & Beverage,3,15.69,Cash,14/03/2022,Kanyon
3968,8933,I129976,C234746,Female,18,Clothing,1,300.08,Cash,6/11/22,Istinye Park
4850,14431,I205136,C243310,Female,43,Clothing,5,1500.4,Credit Card,17/05/2021,Viaport Outlet
146,21030,I146582,C108801,Female,51,Clothing,4,1200.32,Credit Card,12/1/23,Kanyon
2490,59294,I565570,C181588,Male,65,Food & Beverage,1,5.23,Debit Card,9/8/22,Metropol AVM
2904,69900,I219251,C255605,Male,51,Shoes,5,3000.85,Credit Card,23/06/2022,Istinye Park
4882,97909,I755598,C200944,Female,51,Toys,2,71.68,Credit Card,25/03/2021,Mall of Istanbul
4007,7456,I101806,C322425,Female,42,Clothing,1,300.08,Credit Card,5/1/22,Mall of Istanbul
334,43571,I134733,C178598,Male,60,Cosmetics,4,162.64,Debit Card,24/01/2021,Mall of Istanbul
524,89582,I119466,C220908,Female,24,Toys,4,143.36,Debit Card,16/01/2022,Metrocity
4911,45127,I149935,C172237,Female,47,Cosmetics,5,203.3,Credit Card,22/02/2021,Mall of Istanbul
4017,9876,I115926,C109815,Female,55,Clothing,5,1500.4,Cash,6/10/21,Kanyon
1169,95188,I204513,C549558,Male,18,Toys,2,71.68,Cash,21/06/2022,Kanyon
2329,159,I122009,C825403,Male,31,Books,3,45.45,Debit Card,18/03/2021,Kanyon
499,31505,I230509,C909779,Female,58,Clothing,2,600.16,Cash,18/03/2021,Istinye Park
4555,89653,I284096,C628328,Female,38,Toys,4,143.36,Credit Card,10/3/21,Kanyon
3228,625,I975194,C598309,Female,34,Books,5,75.75,Cash,24/03/2022,Metropol AVM
3615,64038,I264036,C128158,Male,63,Food & Beverage,2,10.46,Cash,12/7/21,Viaport Outlet
17,18224,I183267,C233649,Female,47,Clothing,2,600.16,Cash,23/06/2022,Metropol AVM
2224,90894,I147683,C110029,Female,18,Toys,3,107.52,Credit Card,1/3/21,Kanyon
1959,90499,I273579,C110216,Female,69,Toys,3,107.52,Cash,17/04/2022,Mall of Istanbul
4777,46628,I125820,C163128,Female,54,Cosmetics,2,81.32,Cash,22/03/2021,Istinye Park
2168,5319,I171352,C478668,Female,19,Clothing,5,1500.4,Credit Card,13/10/2021,Metrocity
2567,68269,I939531,C269139,Female,34,Food & Beverage,4,20.92,Credit Card,24/12/2021,Zorlu Center
4025,93687,I169408,C104845,Female,65,Toys,5,179.2,Cash,24/03/2022,Istinye Park
1990,45916,I338948,C107821,Male,39,Cosmetics,4,162.64,Cash,19/07/2021,Zorlu Center
2628,26328,I104177,C861246,Male,33,Clothing,3,900.24,Cash,4/2/21,Kanyon
652,44840,I178503,C228293,Male,34,Cosmetics,2,81.32,Cash,16/12/2022,Emaar Square Mall
3464,3199,I741320,C268381,Female,23,Books,1,15.15,Cash,7/5/22,Metrocity
4724,55221,I338622,C310438,Female,57,Food & Beverage,1,5.23,Credit Card,20/02/2022,Zorlu Center
1161,30170,I179276,C223171,Female,23,Clothing,5,1500.4,Cash,20/08/2022,Mall of Istanbul
4273,88868,I227018,C102212,Female,65,Technology,2,2100,Credit Card,7/4/22,Emaar Square Mall
2207,49907,I143857,C241033,Male,32,Cosmetics,3,121.98,Cash,7/11/21,Kanyon
4337,93482,I106198,C319690,Female,67,Toys,5,179.2,Cash,6/5/21,Mall of Istanbul
2336,19983,I392214,C337535,Female,24,Clothing,3,900.24,Cash,8/5/22,Metropol AVM
2406,63961,I215538,C275330,Female,37,Food & Beverage,3,15.69,Debit Card,16/08/2022,Istinye Park
1981,501,I127326,C371586,Female,69,Books,3,45.45,Credit Card,8/1/22,Mall of Istanbul
1715,37162,I153853,C808721,Male,63,Clothing,4,1200.32,Debit Card,7/6/21,Metropol AVM
4693,59429,I540279,C927766,Female,67,Food & Beverage,5,26.15,Cash,30/01/2023,Emaar Square Mall
1238,95968,I129541,C290520,Female,38,Toys,1,35.84,Credit Card,4/9/22,Kanyon
3789,21489,I313583,C211753,Female,23,Clothing,5,1500.4,Credit Card,4/9/22,Mall of Istanbul
3032,6831,I797383,C128295,Female,28,Clothing,3,900.24,Credit Card,14/10/2021,Metropol AVM
935,42888,I931924,C105944,Female,68,Cosmetics,3,121.98,Debit Card,17/01/2022,Mall of Istanbul
3546,8107,I798350,C336028,Male,68,Clothing,3,900.24,Debit Card,23/02/2022,Metrocity
1894,27778,I266557,C268230,Male,46,Clothing,5,1500.4,Credit Card,28/07/2022,Metrocity
2357,36913,I193911,C298683,Female,20,Clothing,4,1200.32,Debit Card,2/6/22,Mall of Istanbul
2455,78263,I773266,C105783,Female,28,Shoes,4,2400.68,Cash,14/03/2021,Kanyon
1087,16108,I445143,C223992,Female,31,Clothing,1,300.08,Credit Card,30/01/2022,Kanyon
3017,24035,I120390,C547607,Female,60,Clothing,1,300.08,Debit Card,30/11/2021,Istinye Park
3582,43235,I159569,C119066,Female,52,Cosmetics,3,121.98,Credit Card,25/06/2022,Istinye Park
1640,47877,I107387,C213324,Female,61,Cosmetics,4,162.64,Credit Card,15/04/2021,Istinye Park
3541,39666,I208560,C209723,Male,58,Cosmetics,5,203.3,Cash,23/11/2021,Istinye Park
3168,61723,I199827,C912630,Male,46,Food & Beverage,3,15.69,Cash,11/8/22,Mall of Istanbul
470,61893,I273601,C814877,Male,57,Food & Beverage,1,5.23,Debit Card,7/2/21,Mall of Istanbul
2294,79221,I158045,C597840,Male,35,Shoes,3,1800.51,Credit Card,1/1/22,Mall of Istanbul
2447,38912,I606277,C287732,Female,66,Clothing,3,900.24,Credit Card,18/03/2021,Istinye Park
2456,66442,I129323,C242574,Male,22,Food & Beverage,3,15.69,Cash,10/6/21,Kanyon
3867,85446,I213672,C135686,Male,48,Technology,2,2100,Cash,27/10/2021,Mall of Istanbul
4299,36904,I666765,C242751,Female,65,Clothing,3,900.24,Cash,14/02/2022,Kanyon
1837,49899,I613915,C182545,Female,50,Cosmetics,2,81.32,Credit Card,12/7/21,Kanyon
2432,27121,I110379,C121575,Male,51,Clothing,3,900.24,Debit Card,25/09/2021,Istinye Park
2451,71577,I328975,C167026,Female,46,Shoes,4,2400.68,Debit Card,25/08/2022,Viaport Outlet
3406,14780,I177686,C175248,Male,38,Clothing,1,300.08,Credit Card,14/02/2022,Istinye Park
1036,68479,I308914,C197625,Female,61,Food & Beverage,2,10.46,Cash,4/4/21,Istinye Park
2313,81221,I142997,C180416,Male,18,Souvenir,2,23.46,Credit Card,31/08/2022,Istinye Park
1659,95641,I994665,C922352,Male,57,Toys,1,35.84,Credit Card,5/4/22,Metrocity
4858,61455,I317200,C330942,Female,45,Food & Beverage,1,5.23,Cash,7/8/21,Metrocity
2839,19190,I780032,C169029,Male,42,Clothing,4,1200.32,Cash,14/07/2022,Mall of Istanbul
4082,78884,I209594,C167013,Female,24,Shoes,5,3000.85,Credit Card,25/10/2021,Kanyon
2159,85995,I213582,C340016,Female,58,Technology,2,2100,Cash,17/09/2022,Mall of Istanbul
349,18488,I207891,C248419,Female,35,Clothing,1,300.08,Debit Card,11/9/21,Metropol AVM
4825,43602,I155779,C300119,Male,32,Cosmetics,3,121.98,Cash,14/01/2021,Metropol AVM
2247,39667,I312175,C314546,Female,60,Cosmetics,3,121.98,Cash,6/11/21,Mall of Istanbul
2475,21279,I265205,C118243,Female,32,Clothing,4,1200.32,Cash,4/11/22,Kanyon
1172,55489,I136578,C237989,Male,64,Food & Beverage,3,15.69,Cash,8/2/22,Metrocity
1712,38137,I995281,C235127,Female,49,Clothing,4,1200.32,Credit Card,20/06/2022,Mall of Istanbul
1154,10532,I117442,C331385,Female,55,Clothing,2,600.16,Debit Card,9/2/22,Kanyon
2651,49655,I384229,C312190,Male,51,Cosmetics,3,121.98,Credit Card,19/07/2021,Kanyon
3148,3079,I276265,C211359,Male,19,Books,3,45.45,Debit Card,14/11/2022,Mall of Istanbul
1723,34399,I184039,C225196,Female,47,Clothing,3,900.24,Credit Card,24/11/2021,Metrocity
1482,73134,I168962,C185182,Female,52,Shoes,4,2400.68,Credit Card,13/04/2021,Zorlu Center
43,76346,I781392,C914133,Female,53,Shoes,2,1200.34,Cash,7/5/22,Istinye Park
1261,62920,I169926,C286702,Male,59,Food & Beverage,5,26.15,Debit Card,22/01/2023,Mall of Istanbul
1180,79757,I138654,C292154,Female,55,Souvenir,2,23.46,Credit Card,22/01/2022,Metropol AVM
4448,73495,I933604,C277514,Female,29,Shoes,3,1800.51,Cash,15/10/2021,Metrocity
209,22864,I462632,C149922,Female,63,Clothing,1,300.08,Cash,20/09/2021,Metrocity
893,44572,I424052,C599104,Female,63,Cosmetics,2,81.32,Debit Card,14/04/2021,Istinye Park
4602,82614,I305877,C230047,Female,48,Souvenir,2,23.46,Credit Card,27/10/2022,Forum Istanbul
1568,30560,I112987,C215394,Female,41,Clothing,2,600.16,Cash,16/06/2022,Kanyon
230,54343,I969439,C213908,Male,50,Cosmetics,5,203.3,Cash,22/09/2022,Metropol AVM
1951,98731,I290359,C223770,Female,40,Toys,1,35.84,Credit Card,12/5/22,Istinye Park
3838,41139,I150801,C319642,Female,63,Cosmetics,2,81.32,Cash,7/4/22,Istinye Park
4796,98980,I138257,C360344,Male,50,Toys,2,71.68,Debit Card,7/6/22,Mall of Istanbul
715,17680,I386488,C542381,Female,40,Clothing,4,1200.32,Credit Card,11/7/22,Viaport Outlet
4925,87692,I251006,C115362,Male,28,Technology,5,5250,Cash,16/07/2021,Metropol AVM
4127,53308,I233573,C750827,Female,46,Cosmetics,5,203.3,Credit Card,25/04/2022,Zorlu Center
215,89137,I631232,C321909,Female,35,Technology,5,5250,Credit Card,29/12/2021,Mall of Istanbul
4821,55298,I262897,C122525,Female,52,Food & Beverage,5,26.15,Cash,29/07/2021,Kanyon
1993,83223,I163815,C955171,Female,28,Souvenir,1,11.73,Cash,5/8/22,Istinye Park
3144,28509,I147738,C550784,Female,21,Clothing,5,1500.4,Debit Card,28/12/2021,Kanyon
4523,77906,I327460,C279743,Male,62,Shoes,5,3000.85,Cash,29/09/2021,Zorlu Center
180,38396,I584077,C179049,Female,47,Clothing,2,600.16,Cash,9/4/21,Emaar Square Mall
559,96286,I110558,C215128,Male,45,Toys,2,71.68,Credit Card,11/11/21,Istinye Park
181,36543,I269779,C435183,Male,37,Clothing,3,900.24,Debit Card,19/02/2023,Cevahir AVM
1724,17284,I186275,C338393,Male,32,Clothing,3,900.24,Credit Card,22/07/2022,Mall of Istanbul
2141,13194,I528935,C225648,Female,50,Clothing,1,300.08,Credit Card,28/03/2021,Mall of Istanbul
4131,48134,I270165,C171703,Female,66,Cosmetics,1,40.66,Debit Card,2/7/22,Forum Istanbul
26,26922,I941230,C197391,Female,31,Clothing,2,600.16,Credit Card,21/03/2022,Viaport Outlet
1305,25269,I148906,C198244,Male,64,Clothing,3,900.24,Debit Card,5/11/21,Mall of Istanbul
2538,19297,I253024,C310495,Female,19,Clothing,3,900.24,Cash,17/08/2022,Mall of Istanbul
1297,78010,I192699,C288080,Female,53,Shoes,1,600.17,Debit Card,16/05/2022,Emaar Square Mall
136,83976,I214747,C167432,Male,56,Souvenir,5,58.65,Cash,13/11/2022,Metrocity
1847,65348,I148753,C306791,Male,34,Food & Beverage,2,10.46,Credit Card,8/3/22,Metrocity
851,91732,I150816,C128823,Female,30,Toys,4,143.36,Cash,24/06/2021,Mall of Istanbul
143,8244,I152931,C524557,Male,48,Clothing,4,1200.32,Credit Card,11/3/21,Emaar Square Mall
549,19388,I950545,C166351,Female,18,Clothing,4,1200.32,Credit Card,26/07/2022,Viaport Outlet
2055,64162,I276140,C137737,Male,30,Food & Beverage,2,10.46,Debit Card,14/06/2022,Mall of Istanbul
3460,3521,I247846,C206823,Female,27,Books,3,45.45,Cash,20/10/2022,Metrocity
2750,53709,I951607,C488766,Male,47,Cosmetics,1,40.66,Credit Card,21/02/2021,Istinye Park
3145,86861,I392545,C100812,Male,46,Technology,3,3150,Cash,21/02/2022,Kanyon
3952,93617,I241888,C226609,Female,66,Toys,5,179.2,Cash,6/5/22,Mall of Istanbul
2725,63787,I261087,C663271,Female,49,Food & Beverage,1,5.23,Debit Card,12/2/22,Kanyon
4206,97967,I510738,C147823,Female,63,Toys,4,143.36,Cash,20/05/2021,Mall of Istanbul
2429,76942,I109232,C278709,Male,42,Shoes,5,3000.85,Credit Card,1/3/22,Metrocity
2743,17078,I112839,C552373,Female,60,Clothing,3,900.24,Credit Card,30/01/2022,Metropol AVM
4691,78846,I262297,C325297,Female,41,Shoes,5,3000.85,Debit Card,10/5/21,Istinye Park
749,6884,I243175,C592676,Female,39,Clothing,1,300.08,Debit Card,28/06/2021,Kanyon
1439,32407,I220431,C249674,Female,62,Clothing,1,300.08,Cash,28/10/2022,Metrocity
4404,40247,I414814,C406595,Male,51,Cosmetics,3,121.98,Debit Card,2/7/21,Emaar Square Mall
1573,94984,I173126,C413156,Male,37,Toys,3,107.52,Credit Card,29/09/2022,Mall of Istanbul
4824,10681,I281428,C647825,Male,61,Clothing,5,1500.4,Debit Card,24/11/2021,Metrocity
2483,94787,I151682,C903858,Female,29,Toys,3,107.52,Cash,20/12/2021,Metrocity
2554,15993,I317452,C213351,Male,66,Clothing,4,1200.32,Debit Card,17/02/2023,Mall of Istanbul
1283,60714,I691920,C230319,Male,66,Food & Beverage,1,5.23,Cash,3/3/22,Viaport Outlet
1274,16836,I285178,C235182,Male,51,Clothing,4,1200.32,Cash,30/06/2022,Metrocity
212,32703,I206456,C164364,Female,47,Clothing,2,600.16,Cash,21/08/2021,Mall of Istanbul
2700,28932,I329160,C295016,Female,56,Clothing,4,1200.32,Cash,26/11/2022,Metropol AVM
4980,46427,I235200,C903849,Female,24,Cosmetics,4,162.64,Cash,31/10/2021,Metropol AVM
3563,36504,I365766,C160196,Female,54,Clothin,1,300.08,Cash,24/07/2021,Kanyon
4458,14604,I179917,C202818,Female,52,Clothing,2,600.16,Credit Card,29/03/2021,Kanyon
324,93886,I238315,C259658,Male,69,Toys,4,143.36,Cash,20/01/2021,Mall of Istanbul
3662,81566,I241010,C252866,Male,69,Souvenir,4,46.92,Cash,28/11/2021,Istinye Park
289,96590,I909349,C503692,Male,26,Toys,1,35.84,Cash,9/7/22,Forum Istanbul
4906,47473,I101720,C105307,Male,67,Cosmetics,1,40.66,Cash,29/03/2022,Metrocity
1298,31962,I205223,C223557,Male,22,Clothing,1,300.08,Cash,27/11/2021,Metrocity
4370,18142,I335288,C189448,Female,48,Clothing,4,1200.32,Debit Card,17/01/2023,Istinye Park
4417,31395,I139881,C204505,Female,31,Clothing,3,900.24,Cash,3/2/23,Metropol AVM
4013,20097,I170948,C549495,Male,55,Clothing,4,1200.32,Debit Card,23/05/2022,Emaar Square Mall
657,69431,I248527,C307014,Female,58,Shoes,1,600.17,Credit Card,30/05/2021,Viaport Outlet
4535,60736,I822853,C244688,Female,55,Food & Beverage,2,10.46,Cash,20/09/2022,Metropol AVM
2414,27664,I173471,C866691,Male,35,Clothing,3,900.24,Debit Card,9/6/22,Metropol AVM
263,46635,I101573,C150669,Female,57,Cosmetics,4,162.64,Cash,28/07/2022,Cevahir AVM
3341,62224,I309872,C123205,Male,48,Food & Beverage,4,20.92,Credit Card,20/06/2021,Mall of Istanbul
1063,91589,I308858,C189529,Female,62,Toys,1,35.84,Credit Card,11/5/21,Forum Istanbul
1867,22254,I118918,C156866,Female,22,Clothing,3,900.24,Cash,9/5/22,Mall of Istanbul
1335,37293,I655202,C232887,Male,48,Clothing,3,900.24,Credit Card,1/4/21,Mall of Istanbul
3528,46401,I208229,C702210,Female,53,Cosmetics,1,40.66,Credit Card,2/10/21,Istinye Park
1726,50023,I262338,C842660,Female,36,Cosmetics,4,162.64,Debit Card,8/2/23,Metrocity
2736,30599,I547088,C127696,Female,52,Clothing,3,900.24,Cash,8/6/22,Kanyon
3261,21595,I341268,C103423,Female,23,Clothing,4,1200.32,Cash,11/3/21,Mall of Istanbul
1595,50052,I209627,C943193,Female,56,Cosmetics,5,203.3,Credit Card,28/01/2023,Mall of Istanbul
2458,67766,I480521,C975777,Male,54,Food & Beverage,2,10.46,Cash,1/8/22,Kanyon
3828,12445,I300877,C142703,Male,65,Clothing,3,900.24,Cash,23/04/2021,Metrocity
1843,71188,I130044,C713286,Male,35,Shoes,1,600.17,Credit Card,16/11/2021,Forum Istanbul
2982,64121,I416418,C193836,Male,27,Food & Beverage,2,10.46,Credit Card,30/08/2021,Istinye Park
677,71647,I253011,C904121,Male,31,Shoes,1,600.17,Cash,31/05/2022,Metrocity
2496,91479,I407385,C186987,Female,52,Toys,4,143.36,Credit Card,1/1/23,Metrocity
2687,40605,I227159,C222347,Female,21,Cosmetics,4,162.64,Debit Card,16/08/2022,Mall of Istanbul
1334,31406,I219118,C308328,Female,48,Clothing,2,600.16,Credit Card,10/11/21,Forum Istanbul
3864,65552,I579903,C243688,Male,44,Food & Beverage,4,20.92,Debit Card,15/12/2022,Metrocity
1239,3948,I328212,C352518,Female,29,Books,3,45.45,Credit Card,8/3/22,Metropol AVM
4243,22435,I242442,C164627,Male,19,Clothing,3,900.24,Debit Card,13/02/2021,Istinye Park
2996,69332,I327966,C107209,Female,32,Food & Beverage,1,5.23,Cash,5/2/23,Metropol AVM
2682,91650,I156947,C148791,Female,52,Toys,3,107.52,Credit Card,21/09/2021,Metropol AVM
