gender,age,category,quantity,total_price,payment_method,datetime,shopping_mall
Female,61,Clothing,3,900.24,Debit Card,2022-03-01,Metrocity
Male,47,Clothing,5,1500.4,Debit Card,2021-06-05,Metrocity
Male,20,Souvenir,4,46.92,Credit Card,2022-01-03,Metropol AVM
Female,53,Souvenir,2,23.46,Credit Card,2021-03-10,Kanyon
Male,34,Clothing,1,300.08,Credit Card,2021-07-13,Kanyon
Male,48,Food & Beverage,5,26.15,Cash,2021-03-16,Metrocity
Male,24,Technology,1,1050.0,Cash,2021-12-26,Metrocity
Female,66,Technology,3,3150.0,Cash,2021-12-29,Kanyon
Female,34,Food & Beverage,3,15.69,Credit Card,2022-06-08,Istinye Park
Male,26,Food & Beverage,4,20.92,Debit Card,2022-09-26,Mall of Istanbul
Male,69,Clothing,1,300.08,Cash,2021-04-08,Mall of Istanbul
Female,37,Books,1,15.15,Credit Card,2022-02-04,Forum Istanbul
Male,44,Clothing,5,1500.4,Credit Card,2023-01-13,Mall of Istanbul
Male,24,Food & Beverage,1,5.23,Cash,2022-04-23,Istinye Park
Female,47,Clothing,4,1200.32,Debit Card,2022-05-31,Mall of Istanbul
Male,39,Toys,3,107.52,Credit Card,2022-06-01,Mall of Istanbul
Male,40,Clothing,4,1200.32,Cash,2021-11-23,Emaar Square Mall
Male,62,Toys,3,107.52,Credit Card,2022-04-06,Mall of Istanbul
Female,22,Food & Beverage,4,20.92,Cash,2022-04-17,Metrocity
Male,32,Clothing,4,1200.32,Credit Card,2021-04-04,Metropol AVM
Female,41,Cosmetics,2,81.32,Debit Card,2021-12-23,Kanyon
Female,35,Clothing,1,300.08,Credit Card,2021-07-13,Kanyon
Female,53,Clothing,1,300.08,Credit Card,2022-04-10,Metrocity
Female,57,Souvenir,5,58.65,Cash,2022-10-25,Metrocity
Male,42,Souvenir,2,23.46,Cash,2021-04-21,Metrocity
Female,55,Books,3,45.45,Cash,2021-10-01,Metropol AVM
Female,50,Books,5,75.75,Cash,2022-12-02,Metropol AVM
Male,36,Technology,3,3150.0,Cash,2021-10-20,Metrocity
Female,21,Clothing,2,600.16,Cash,2022-05-28,Istinye Park
Female,58,Clothing,4,1200.32,Debit Card,2022-04-08,Metrocity
Male,40,Food & Beverage,4,20.92,Credit Card,2022-01-19,Metropol AVM
Male,52,Clothing,5,1500.4,Cash,2021-08-06,Forum Istanbul
Female,48,Clothing,2,600.16,Cash,2022-09-20,Kanyon
Male,31,Food & Beverage,5,26.15,Debit Card,2022-05-04,Metropol AVM
Male,41,Toys,2,71.68,Credit Card,2021-07-13,Metrocity
Female,60,Clothing,4,1200.32,Cash,2022-09-03,Istinye Park
Female,21,Clothing,2,600.16,Debit Card,2021-12-03,Metropol AVM
Male,28,Clothing,3,900.24,Credit Card,2021-12-21,Mall of Istanbul
Male,49,Food & Beverage,5,26.15,Credit Card,2021-10-13,Metrocity
Female,61,Food & Beverage,1,5.23,Credit Card,2022-11-28,Istinye Park
Male,33,Shoes,3,1800.51,Cash,2021-07-10,Metropol AVM
Male,56,Food & Beverage,5,26.15,Cash,2021-11-17,Viaport Outlet
Female,23,Food & Beverage,5,26.15,Debit Card,2022-05-09,Viaport Outlet
Male,26,Food & Beverage,4,20.92,Cash,2021-06-13,Metrocity
Female,64,Souvenir,4,46.92,Debit Card,2022-06-17,Emaar Square Mall
Female,42,Clothing,4,1200.32,Cash,2021-02-03,Mall of Istanbul
Female,50,Food & Beverage,5,26.15,Cash,2023-01-14,Mall of Istanbul
Male,23,Books,5,75.75,Credit Card,2021-09-13,Metrocity
Male,27,Shoes,3,1800.51,Debit Card,2022-04-17,Kanyon
Male,54,Cosmetics,1,40.66,Debit Card,2021-10-06,Kanyon
Female,57,Cosmetics,4,162.64,Debit Card,2021-01-12,Istinye Park
Female,51,Shoes,1,600.17,Cash,2022-04-05,Istinye Park
Male,46,Toys,5,179.2,Credit Card,2021-03-13,Istinye Park
Male,45,Food & Beverage,5,26.15,Cash,2021-05-23,Mall of Istanbul
Female,41,Clothing,1,300.08,Cash,2021-10-26,Kanyon
Male,37,Clothing,5,1500.4,Cash,2022-09-04,Istinye Park
Female,36,Souvenir,3,35.19,Credit Card,2021-06-07,Istinye Park
Male,44,Books,2,30.3,Cash,2022-08-04,Forum Istanbul
Female,60,Books,4,60.6,Debit Card,2023-02-20,Forum Istanbul
Female,22,Food & Beverage,5,26.15,Credit Card,2022-09-27,Metropol AVM
Female,24,Food & Beverage,4,20.92,Credit Card,2021-07-16,Kanyon
Male,46,Cosmetics,3,121.98,Cash,2021-08-03,Metropol AVM
Female,46,Toys,3,107.52,Credit Card,2021-10-03,Istinye Park
Female,53,Food & Beverage,5,26.15,Credit Card,2022-12-27,Mall of Istanbul
Male,56,Clothing,3,900.24,Debit Card,2022-12-16,Metrocity
Male,54,Clothing,3,900.24,Debit Card,2022-04-25,Kanyon
Female,64,Food & Beverage,5,26.15,Cash,2022-03-15,Istinye Park
Female,64,Clothing,5,1500.4,Debit Card,2023-01-02,Mall of Istanbul
Female,32,Technology,3,3150.0,Credit Card,2021-03-17,Mall of Istanbul
Female,26,Books,2,30.3,Debit Card,2022-11-06,Mall of Istanbul
Male,53,Toys,3,107.52,Cash,2022-03-10,Kanyon
Male,25,Shoes,2,1200.34,Credit Card,2022-07-14,Mall of Istanbul
Female,61,Clothing,4,1200.32,Cash,2022-01-07,Metropol AVM
Female,29,Shoes,3,1800.51,Cash,2021-01-26,Mall of Istanbul
Male,26,Toys,5,179.2,Cash,2022-10-19,Istinye Park
Female,61,Toys,2,71.68,Credit Card,2021-09-22,Metrocity
Male,69,Toys,3,107.52,Cash,2021-05-11,Mall of Istanbul
Male,19,Toys,4,143.36,Credit Card,2021-02-04,Mall of Istanbul
Female,28,Toys,5,179.2,Credit Card,2022-08-22,Kanyon
Male,22,Books,5,75.75,Cash,2022-02-23,Cevahir AVM
Female,63,Shoes,1,600.17,Credit Card,2023-07-02,Metrocity
Female,42,Clothing,4,1200.32,Credit Card,2021-12-25,Forum Istanbul
Male,55,Shoes,4,2400.68,Debit Card,2021-07-01,Mall of Istanbul
Female,67,Food & Beverage,1,5.23,Credit Card,2021-11-21,Mall of Istanbul
Female,39,Shoes,2,1200.34,Credit Card,2022-02-23,Kanyon
Female,56,Books,3,45.45,Credit Card,2021-04-27,Mall of Istanbul
Female,69,Clothing,4,1200.32,Credit Card,2021-06-15,Kanyon
Female,59,Technology,1,1050.0,Cash,2021-01-28,Metropol AVM
Female,41,Clothing,5,1500.4,Debit Card,2022-03-27,Metrocity
Male,34,Cosmetics,3,121.98,Credit Card,2023-02-26,Forum Istanbul
Male,57,Clothing,3,900.24,Credit Card,2023-02-27,Metrocity
Male,30,Clothing,3,900.24,Cash,2022-05-02,Metropol AVM
Female,39,Cosmetics,3,121.98,Credit Card,2022-09-15,Viaport Outlet
Male,40,Cosmetics,3,121.98,Credit Card,2022-06-08,Metropol AVM
Female,53,Toys,3,107.52,Credit Card,2021-05-13,Mall of Istanbul
Female,59,Technology,4,4200.0,Cash,2022-02-16,Istinye Park
Female,19,Food & Beverage,1,5.23,Cash,2022-10-14,Zorlu Center
Male,52,Food & Beverage,2,10.46,Cash,2021-02-19,Mall of Istanbul
Female,37,Toys,5,179.2,Cash,2021-01-19,Kanyon
Male,20,Cosmetics,3,121.98,Cash,2022-07-01,Istinye Park
Male,69,Food & Beverage,4,20.92,Credit Card,2022-12-12,Mall of Istanbul
Female,66,Cosmetics,2,81.32,Credit Card,2021-06-15,Kanyon
Male,45,Food & Beverage,2,10.46,Credit Card,2022-04-29,Kanyon
Male,19,Clothing,3,900.24,Cash,2021-06-07,Cevahir AVM
Male,28,Cosmetics,1,40.66,Cash,2022-04-21,Kanyon
Female,59,Technology,1,1050.0,Cash,2022-07-18,Kanyon
Male,60,Souvenir,5,58.65,Credit Card,2021-08-14,Kanyon
Female,49,Toys,3,107.52,Cash,2022-02-16,Mall of Istanbul
Female,45,Shoes,1,600.17,Cash,2021-02-11,Metrocity
Male,30,Cosmetics,1,40.66,Debit Card,2021-08-03,Zorlu Center
Female,23,Books,5,75.75,Cash,2022-08-01,Emaar Square Mall
Female,39,Clothing,3,900.24,Cash,2021-11-12,Kanyon
Female,39,Books,5,75.75,Cash,2021-01-10,Istinye Park
Female,67,Cosmetics,5,203.3,Cash,2022-06-22,Cevahir AVM
Female,51,Technology,1,1050.0,Cash,2022-02-21,Metrocity
Female,43,Clothing,5,1500.4,Cash,2021-05-19,Kanyon
Female,61,Toys,1,35.84,Credit Card,2021-03-21,Istinye Park
Female,19,Food & Beverage,4,20.92,Cash,2023-01-28,Forum Istanbul
Female,57,Souvenir,5,58.65,Credit Card,2022-09-20,Mall of Istanbul
Female,56,Souvenir,1,11.73,Cash,2022-01-17,Mall of Istanbul
Female,68,Books,1,15.15,Cash,2021-01-13,Istinye Park
Male,18,Clothing,2,600.16,Credit Card,2022-07-02,Metropol AVM
Male,21,Books,1,15.15,Cash,2022-12-04,Metrocity
Female,38,Books,4,60.6,Credit Card,2021-05-05,Mall of Istanbul
Male,41,Souvenir,4,46.92,Credit Card,2021-05-18,Zorlu Center
Female,57,Clothing,2,600.16,Credit Card,2022-01-10,Zorlu Center
Female,64,Clothing,3,900.24,Cash,2022-01-29,Metrocity
Female,45,Shoes,1,600.17,Credit Card,2023-03-02,Kanyon
Female,23,Clothing,3,900.24,Credit Card,2021-12-16,Kanyon
Female,24,Clothing,3,900.24,Cash,2022-03-05,Metrocity
Male,33,Souvenir,2,23.46,Credit Card,2022-09-29,Zorlu Center
Female,43,Food & Beverage,3,15.69,Cash,2021-11-26,Metropol AVM
Female,36,Toys,2,71.68,Cash,2021-12-14,Istinye Park
Female,54,Cosmetics,5,203.3,Debit Card,2022-12-22,Metrocity
Male,54,Technology,5,5250.0,Debit Card,2022-07-17,Kanyon
Female,36,Books,4,60.6,Cash,2021-10-30,Istinye Park
Male,47,Toys,2,71.68,Credit Card,2022-06-07,Zorlu Center
Female,43,Cosmetics,4,162.64,Credit Card,2021-12-04,Kanyon
Female,44,Cosmetics,3,121.98,Cash,2021-09-19,Kanyon
Male,46,Toys,2,71.68,Credit Card,2021-10-28,Kanyon
Female,28,Technology,4,4200.0,Credit Card,2022-01-05,Metropol AVM
Female,25,Clothing,3,900.24,Cash,2021-02-11,Metropol AVM
Male,57,Clothing,2,600.16,Debit Card,2021-09-17,Kanyon
Male,47,Clothing,5,1500.4,Debit Card,2021-08-21,Metrocity
Male,55,Clothing,5,1500.4,Credit Card,2021-08-26,Emaar Square Mall
Female,53,Food & Beverage,2,10.46,Credit Card,2021-09-13,Metropol AVM
Female,39,Cosmetics,2,81.32,Cash,2022-12-23,Zorlu Center
Female,54,Technology,3,3150.0,Debit Card,2021-09-08,Metropol AVM
Female,24,Shoes,5,3000.85,Credit Card,2022-12-14,Kanyon
Female,64,Food & Beverage,3,15.69,Cash,2022-03-23,Metrocity
Male,37,Food & Beverage,5,26.15,Cash,2022-12-05,Kanyon
Female,39,Food & Beverage,3,15.69,Credit Card,2021-07-01,Metropol AVM
Female,43,Cosmetics,2,81.32,Credit Card,2021-01-30,Mall of Istanbul
Female,52,Cosmetics,1,40.66,Credit Card,2021-01-19,Kanyon
Female,29,Toys,3,107.52,Cash,2021-06-02,Metropol AVM
Male,49,Clothing,4,1200.32,Debit Card,2021-03-24,Emaar Square Mall
Female,47,Shoes,3,1800.51,Cash,2022-12-27,Mall of Istanbul
Female,26,Food & Beverage,1,5.23,Credit Card,2021-01-12,Mall of Istanbul
Male,46,Cosmetics,5,203.3,Debit Card,2021-05-27,Zorlu Center
Male,18,Cosmetics,2,81.32,Cash,2022-07-10,Forum Istanbul
Male,50,Food & Beverage,5,26.15,Cash,2021-08-31,Emaar Square Mall
Female,20,Cosmetics,1,40.66,Debit Card,2021-08-08,Mall of Istanbul
Male,46,Clothing,5,1500.4,Credit Card,2021-10-22,Viaport Outlet
Female,33,Clothing,4,1200.32,Cash,2021-06-11,Metrocity
Male,25,Clothing,2,600.16,Cash,2022-11-11,Forum Istanbul
Female,62,Shoes,1,600.17,Cash,2021-06-01,Cevahir AVM
Male,69,Clothing,1,300.08,Cash,2023-02-24,Istinye Park
Male,31,Books,1,15.15,Cash,2021-01-08,Forum Istanbul
Male,64,Food & Beverage,2,10.46,Credit Card,2021-06-04,Mall of Istanbul
Female,37,Technology,5,5250.0,Credit Card,2022-11-07,Mall of Istanbul
Female,49,Clothing,2,600.16,Credit Card,2023-01-15,Metropol AVM
Female,59,Toys,3,107.52,Credit Card,2021-06-09,Kanyon
Female,52,Food & Beverage,4,20.92,Credit Card,2023-02-19,Mall of Istanbul
Female,20,Toys,3,107.52,Debit Card,2022-09-27,Zorlu Center
Female,25,Clothing,3,900.24,Credit Card,2021-01-04,Viaport Outlet
Female,56,Clothing,2,600.16,Debit Card,2022-10-04,Metrocity
Female,21,Clothing,2,600.16,Credit Card,2021-08-01,Mall of Istanbul
Male,39,Clothing,1,300.08,Cash,2022-09-15,Metropol AVM
Male,33,Clothing,4,1200.32,Debit Card,2023-02-17,Mall of Istanbul
Male,56,Clothing,2,600.16,Credit Card,2022-10-04,Mall of Istanbul
Female,54,Shoes,5,3000.85,Credit Card,2021-02-17,Zorlu Center
Male,66,Shoes,2,1200.34,Credit Card,2022-05-01,Metrocity
Female,45,Clothing,5,1500.4,Credit Card,2022-10-13,Viaport Outlet
Male,47,Cosmetics,1,40.66,Credit Card,2021-03-01,Istinye Park
Male,59,Shoes,5,3000.85,Cash,2022-05-09,Istinye Park
Female,33,Toys,2,71.68,Cash,2021-01-01,Kanyon
Female,56,Technology,4,4200.0,Cash,2021-05-03,Mall of Istanbul
Female,29,Cosmetics,2,81.32,Credit Card,2021-09-15,Metrocity
Male,19,Food & Beverage,2,10.46,Credit Card,2021-12-27,Zorlu Center
Female,65,Shoes,2,1200.34,Credit Card,2021-03-28,Forum Istanbul
Female,25,Clothing,3,900.24,Cash,2023-03-03,Metrocity
Female,57,Food & Beverage,1,5.23,Credit Card,2022-02-02,Metrocity
Female,59,Cosmetics,2,81.32,Credit Card,2022-05-15,Istinye Park
Male,20,Clothing,5,1500.4,Credit Card,2023-02-25,Mall of Istanbul
Male,47,Clothing,4,1200.32,Credit Card,2021-03-23,Kanyon
Female,65,Cosmetics,5,203.3,Credit Card,2021-05-27,Mall of Istanbul
Female,24,Clothing,1,300.08,Cash,2022-04-14,Metrocity
Female,44,Food & Beverage,5,26.15,Credit Card,2021-12-15,Istinye Park
Female,58,Toys,1,35.84,Credit Card,2022-12-08,Cevahir AVM
Female,42,Clothing,1,300.08,Credit Card,2021-03-14,Kanyon
Female,23,Clothing,4,1200.32,Cash,2022-05-17,Metrocity
Female,18,Cosmetics,3,121.98,Cash,2022-04-05,Metrocity
Male,22,Cosmetics,3,121.98,Debit Card,2022-01-11,Istinye Park
Female,21,Clothing,5,1500.4,Credit Card,2022-06-09,Mall of Istanbul
Male,47,Cosmetics,3,121.98,Credit Card,2022-07-14,Emaar Square Mall
Female,25,Food & Beverage,2,10.46,Credit Card,2022-05-28,Metrocity
Male,23,Cosmetics,2,81.32,Credit Card,2022-03-29,Mall of Istanbul
Female,54,Shoes,5,3000.85,Debit Card,2023-02-16,Metropol AVM
Male,39,Cosmetics,4,162.64,Debit Card,2021-03-15,Istinye Park
Male,49,Shoes,1,600.17,Cash,2022-07-11,Mall of Istanbul
Female,20,Clothing,4,1200.32,Cash,2021-08-18,Metrocity
Male,58,Clothing,3,900.24,Credit Card,2021-11-02,Forum Istanbul
Female,25,Souvenir,3,35.19,Cash,2022-09-27,Metropol AVM
Male,38,Clothing,3,900.24,Credit Card,2022-05-28,Cevahir AVM
Female,39,Books,4,60.6,Cash,2021-09-24,Mall of Istanbul
Female,20,Books,5,75.75,Credit Card,2022-03-13,Emaar Square Mall
Female,54,Clothing,4,1200.32,Credit Card,2021-03-31,Kanyon
Female,20,Clothing,1,300.08,Cash,2021-04-18,Mall of Istanbul
Male,27,Clothing,2,600.16,Credit Card,2021-01-23,Metropol AVM
Female,21,Souvenir,4,46.92,Credit Card,2022-05-06,Kanyon
Male,50,Cosmetics,1,40.66,Cash,2022-04-25,Metrocity
Female,43,Souvenir,1,11.73,Credit Card,2022-05-20,Kanyon
Male,38,Clothing,2,600.16,Credit Card,2021-02-26,Forum Istanbul
Male,22,Food & Beverage,3,15.69,Credit Card,2021-03-15,Cevahir AVM
Female,28,Shoes,4,2400.68,Cash,2023-02-13,Forum Istanbul
Female,23,Toys,4,143.36,Debit Card,2021-07-28,Zorlu Center
Male,32,Cosmetics,2,81.32,Cash,2021-09-18,Kanyon
Female,30,Technology,3,3150.0,Credit Card,2022-02-05,Cevahir AVM
Female,31,Toys,2,71.68,Cash,2021-01-23,Viaport Outlet
Female,24,Clothing,4,1200.32,Cash,2022-04-13,Cevahir AVM
Female,60,Cosmetics,2,81.32,Debit Card,2022-08-31,Cevahir AVM
Male,40,Clothing,5,1500.4,Cash,2022-01-25,Cevahir AVM
Female,23,Toys,3,107.52,Cash,2021-12-04,Emaar Square Mall
Male,53,Cosmetics,4,162.64,Debit Card,2021-06-28,Mall of Istanbul
Female,41,Food & Beverage,4,20.92,Cash,2021-08-21,Mall of Istanbul
Male,26,Souvenir,5,58.65,Debit Card,2021-08-21,Kanyon
Female,22,Clothing,4,1200.32,Credit Card,2022-12-19,Mall of Istanbul
Female,62,Clothing,3,900.24,Credit Card,2022-12-20,Mall of Istanbul
Male,23,Toys,3,107.52,Credit Card,2022-05-19,Cevahir AVM
Male,25,Clothing,1,300.08,Debit Card,2021-09-05,Zorlu Center
Male,48,Technology,5,5250.0,Credit Card,2021-06-20,Metrocity
Female,64,Food & Beverage,3,15.69,Cash,2023-01-28,Mall of Istanbul
Male,36,Cosmetics,3,121.98,Credit Card,2022-05-13,Mall of Istanbul
Male,34,Toys,3,107.52,Credit Card,2022-10-06,Mall of Istanbul
Male,40,Clothing,3,900.24,Credit Card,2021-03-24,Cevahir AVM
Female,63,Books,3,45.45,Cash,2021-04-14,Metrocity
Male,58,Technology,4,4200.0,Credit Card,2022-09-13,Emaar Square Mall
Male,43,Books,2,30.3,Cash,2021-12-12,Mall of Istanbul
Female,62,Food & Beverage,2,10.46,Credit Card,2023-07-02,Mall of Istanbul
Male,34,Clothing,5,1500.4,Credit Card,2022-07-20,Mall of Istanbul
Female,28,Shoes,1,600.17,Cash,2022-02-23,Metropol AVM
Male,25,Cosmetics,4,162.64,Debit Card,2021-06-23,Mall of Istanbul
Female,47,Technology,3,3150.0,Credit Card,2021-04-18,Mall of Istanbul
Male,58,Cosmetics,5,203.3,Cash,2022-10-15,Istinye Park
Female,23,Clothing,5,1500.4,Credit Card,2022-11-30,Istinye Park
Male,54,Food & Beverage,1,5.23,Cash,2021-12-24,Kanyon
Male,23,Cosmetics,4,162.64,Debit Card,2021-02-10,Viaport Outlet
Female,54,Toys,1,35.84,Credit Card,2021-01-30,Mall of Istanbul
Male,29,Shoes,4,2400.68,Credit Card,2022-04-11,Metropol AVM
Male,26,Food & Beverage,3,15.69,Cash,2022-12-31,Metrocity
Female,36,Clothing,2,600.16,Cash,2021-11-02,Kanyon
Male,18,Clothing,5,1500.4,Credit Card,2021-11-24,Mall of Istanbul
Male,57,Cosmetics,4,162.64,Cash,2022-01-11,Mall of Istanbul
Female,36,Food & Beverage,3,15.69,Cash,2022-05-05,Forum Istanbul
Male,54,Toys,2,71.68,Cash,2022-11-22,Mall of Istanbul
Female,23,Clothing,3,900.24,Cash,2022-03-31,Mall of Istanbul
Female,44,Cosmetics,4,162.64,Credit Card,2022-01-04,Forum Istanbul
Male,22,Toys,2,71.68,Cash,2021-02-17,Kanyon
Male,43,Cosmetics,4,162.64,Cash,2022-05-02,Istinye Park
Female,36,Cosmetics,1,40.66,Credit Card,2021-06-07,Istinye Park
Female,34,Clothing,1,300.08,Credit Card,2021-01-08,Metropol AVM
Male,25,Cosmetics,5,203.3,Credit Card,2022-03-17,Metropol AVM
Male,18,Clothing,1,300.08,Credit Card,2022-05-09,Istinye Park
Female,40,Toys,3,107.52,Cash,2022-02-28,Cevahir AVM
Male,28,Cosmetics,1,40.66,Debit Card,2022-10-02,Metrocity
Male,21,Shoes,2,1200.34,Credit Card,2022-12-21,Mall of Istanbul
Male,48,Clothing,5,1500.4,Credit Card,2021-06-08,Metropol AVM
Male,56,Clothing,2,600.16,Debit Card,2022-07-13,Metropol AVM
Male,48,Technology,4,4200.0,Cash,2022-05-30,Kanyon
Female,66,Clothing,1,300.08,Credit Card,2023-02-13,Metrocity
Male,24,Books,2,30.3,Cash,2022-01-14,Metropol AVM
Male,62,Shoes,3,1800.51,Debit Card,2021-09-10,Metrocity
Male,28,Cosmetics,2,81.32,Cash,2022-01-01,Metrocity
Female,43,Clothing,5,1500.4,Cash,2021-01-26,Metropol AVM
Female,42,Cosmetics,5,203.3,Credit Card,2021-06-07,Kanyon
Female,39,Cosmetics,3,121.98,Debit Card,2022-05-15,Kanyon
Female,41,Clothing,2,600.16,Cash,2022-09-20,Mall of Istanbul
Male,65,Clothing,2,600.16,Cash,2023-03-02,Metrocity
Female,24,Books,3,45.45,Credit Card,2021-10-30,Emaar Square Mall
Female,18,Souvenir,4,46.92,Cash,2022-05-03,Metrocity
Male,22,Clothing,2,600.16,Debit Card,2022-03-24,Kanyon
Female,49,Souvenir,1,11.73,Debit Card,2022-06-15,Mall of Istanbul
Female,62,Clothing,1,300.08,Credit Card,2021-05-07,Cevahir AVM
Female,23,Clothing,1,300.08,Cash,2021-04-15,Kanyon
Female,19,Clothing,4,1200.32,Debit Card,2021-11-08,Istinye Park
Male,24,Clothing,3,900.24,Cash,2021-02-22,Kanyon
Male,32,Technology,2,2100.0,Debit Card,2022-01-20,Zorlu Center
Female,44,Shoes,4,2400.68,Cash,2021-01-01,Metrocity
Female,57,Food & Beverage,3,15.69,Cash,2022-03-18,Metrocity
Female,36,Toys,4,143.36,Cash,2022-10-24,Emaar Square Mall
Male,37,Shoes,2,1200.34,Credit Card,2023-01-24,Metrocity
Male,41,Clothing,1,300.08,Cash,2021-02-26,Kanyon
Female,29,Clothing,5,1500.4,Cash,2022-08-21,Zorlu Center
Female,36,Food & Beverage,4,20.92,Cash,2022-07-18,Metropol AVM
Female,48,Cosmetics,4,162.64,Credit Card,2022-03-06,Istinye Park
Female,46,Shoes,5,3000.85,Credit Card,2022-02-16,Zorlu Center
Female,48,Cosmetics,3,121.98,Debit Card,2021-07-30,Metropol AVM
Female,31,Shoes,2,1200.34,Cash,2021-12-26,Mall of Istanbul
Male,56,Food & Beverage,5,26.15,Cash,2021-08-10,Viaport Outlet
Female,20,Clothing,4,1200.32,Debit Card,2022-10-21,Cevahir AVM
Male,22,Clothing,5,1500.4,Cash,2022-09-17,Kanyon
Male,26,Food & Beverage,2,10.46,Credit Card,2022-06-24,Metropol AVM
Male,41,Food & Beverage,2,10.46,Cash,2022-02-23,Metropol AVM
Female,41,Cosmetics,2,81.32,Credit Card,2021-05-26,Metrocity
Female,58,Clothing,5,1500.4,Debit Card,2021-06-11,Metrocity
Female,44,Food & Beverage,1,5.23,Cash,2022-06-29,Metropol AVM
Female,36,Cosmetics,4,162.64,Debit Card,2023-01-13,Mall of Istanbul
Female,47,Cosmetics,4,162.64,Cash,2021-04-09,Kanyon
Male,31,Clothing,4,1200.32,Cash,2021-07-14,Istinye Park
Female,54,Clothing,4,1200.32,Credit Card,2022-01-22,Mall of Istanbul
Female,36,Clothing,3,900.24,Cash,2021-10-17,Kanyon
Female,54,Cosmetics,2,81.32,Cash,2022-07-10,Mall of Istanbul
Male,47,Toys,5,179.2,Cash,2021-02-23,Emaar Square Mall
Male,48,Clothing,4,1200.32,Cash,2021-06-02,Mall of Istanbul
Male,31,Souvenir,3,35.19,Credit Card,2022-12-02,Viaport Outlet
Male,30,Toys,3,107.52,Credit Card,2022-11-04,Viaport Outlet
Female,64,Food & Beverage,2,10.46,Cash,2021-08-21,Kanyon
Female,28,Souvenir,3,35.19,Credit Card,2022-05-08,Mall of Istanbul
Female,38,Books,3,45.45,Credit Card,2022-12-08,Mall of Istanbul
Male,62,Books,2,30.3,Cash,2022-03-13,Forum Istanbul
Female,64,Clothing,1,300.08,Cash,2021-01-23,Kanyon
Female,21,Clothing,5,1500.4,Credit Card,2022-08-22,Metrocity
Male,69,Clothing,3,900.24,Credit Card,2021-11-26,Emaar Square Mall
Female,51,Souvenir,4,46.92,Cash,2022-01-18,Kanyon
Female,65,Clothing,4,1200.32,Debit Card,2022-12-12,Kanyon
Female,36,Toys,2,71.68,Cash,2021-08-12,Metrocity
Male,50,Souvenir,1,11.73,Cash,2021-11-24,Metrocity
Female,30,Clothing,3,900.24,Cash,2021-05-12,Kanyon
Female,34,Food & Beverage,4,20.92,Cash,2021-11-27,Metropol AVM
Male,30,Clothing,2,600.16,Cash,2022-04-30,Kanyon
Female,27,Food & Beverage,1,5.23,Credit Card,2021-04-18,Kanyon
Male,58,Food & Beverage,5,26.15,Cash,2021-06-12,Kanyon
Male,47,Food & Beverage,1,5.23,Credit Card,2022-08-06,Cevahir AVM
Female,64,Souvenir,1,11.73,Credit Card,2021-02-09,Mall of Istanbul
Female,31,Technology,4,4200.0,Credit Card,2023-02-14,Cevahir AVM
Female,68,Cosmetics,1,40.66,Cash,2023-02-27,Kanyon
Female,57,Food & Beverage,5,26.15,Credit Card,2021-09-27,Mall of Istanbul
Female,39,Books,5,75.75,Credit Card,2023-04-01,Metropol AVM
Female,46,Shoes,5,3000.85,Cash,2021-01-23,Mall of Istanbul
Female,28,Clothing,4,1200.32,Cash,2022-06-30,Kanyon
Female,38,Clothing,5,1500.4,Cash,2022-08-01,Emaar Square Mall
Female,67,Toys,1,35.84,Cash,2021-10-11,Mall of Istanbul
Male,18,Clothing,1,300.08,Debit Card,2021-02-08,Emaar Square Mall
Female,50,Food & Beverage,4,20.92,Credit Card,2021-03-21,Metrocity
Female,30,Books,2,30.3,Debit Card,2022-10-12,Kanyon
Female,32,Clothing,3,900.24,Credit Card,2021-07-15,Kanyon
Female,68,Clothing,3,900.24,Debit Card,2022-01-02,Metrocity
Male,63,Clothing,2,600.16,Credit Card,2023-02-27,Viaport Outlet
Male,46,Toys,3,107.52,Cash,2022-10-06,Kanyon
Female,56,Clothing,3,900.24,Credit Card,2021-02-26,Kanyon
Female,46,Souvenir,4,46.92,Debit Card,2022-10-03,Metrocity
Male,62,Shoes,2,1200.34,Cash,2021-07-06,Metrocity
Female,61,Shoes,4,2400.68,Cash,2021-02-05,Forum Istanbul
Male,45,Clothing,5,1500.4,Debit Card,2021-07-20,Metrocity
Male,38,Clothing,4,1200.32,Credit Card,2021-07-26,Mall of Istanbul
Female,36,Toys,2,71.68,Credit Card,2022-10-26,Zorlu Center
Female,38,Clothing,3,900.24,Credit Card,2021-11-16,Istinye Park
Female,63,Toys,5,179.2,Cash,2021-11-21,Emaar Square Mall
Female,67,Souvenir,3,35.19,Credit Card,2023-02-19,Mall of Istanbul
Male,45,Toys,1,35.84,Cash,2021-11-11,Kanyon
Female,18,Souvenir,4,46.92,Cash,2022-03-19,Kanyon
Male,61,Clothing,5,1500.4,Debit Card,2022-04-05,Kanyon
Female,40,Toys,4,143.36,Cash,2022-12-17,Mall of Istanbul
Female,66,Clothing,2,600.16,Cash,2022-05-04,Metropol AVM
Female,65,Food & Beverage,2,10.46,Cash,2023-01-14,Viaport Outlet
Female,59,Clothing,2,600.16,Cash,2021-08-13,Metrocity
Male,53,Clothing,4,1200.32,Cash,2021-05-03,Istinye Park
Female,54,Technology,4,4200.0,Debit Card,2021-09-05,Mall of Istanbul
Male,62,Clothing,5,1500.4,Credit Card,2022-12-10,Kanyon
Male,41,Toys,4,143.36,Credit Card,2021-09-08,Kanyon
