invoice_no,customer_id,gender,age,category,quantity,Price,payment_method,Datetime,shopping_mall
I243968,C111545,Female,21,Toys,5,179.2,Cash,2023-01-14,Mall of Istanbul
I337494,C198266,Male,41,Technology,2,2100.0,Credit Card,2022-03-31,Kanyon
I160490,C292041,Female,51,Books,5,75.75,Cash,2021-04-16,Istinye Park
I176637,C300446,Female,24,Shoes,5,3000.85,Debit Card,2021-01-26,Metropol AVM
I205912,C334041,Female,52,Books,1,15.15,Credit Card,2023-02-20,Metrocity
I227030,C433234,Female,63,Clothing,4,1200.32,Credit Card,2021-05-17,Istinye Park
I105144,C208189,Female,20,Cosmetics,5,203.3,Cash,2022-02-17,Kanyon
I871947,C252728,Female,23,Clothing,5,1500.4,Debit Card,2022-12-19,Metrocity
I249192,C108366,Female,63,Clothing,5,1500.4,Cash,2022-03-18,Istinye Park
I954001,C219623,Female,49,Souvenir,4,46.92,Cash,2021-02-16,Kanyon
I315095,C315583,Female,51,Technology,3,3150.0,Debit Card,2022-03-25,Metrocity
I980699,C107718,Male,67,Technology,2,2100.0,Cash,2023-01-25,Mall of Istanbul
I307595,C231190,Male,39,Cosmetics,1,40.66,Cash,2022-05-13,Kanyon
I223101,C736414,Female,57,Clothing,1,300.08,Credit Card,2021-02-27,Kanyon
I805077,C252525,Female,49,Toys,4,143.36,Debit Card,2021-03-18,Mall of Istanbul
I309600,C330354,Male,42,Shoes,5,3000.85,Credit Card,2023-01-24,Kanyon
I200890,C100703,Male,47,Cosmetics,5,203.3,Credit Card,2023-01-29,Kanyon
I116047,C208790,Male,67,Food & Beverage,4,20.92,Credit Card,2023-02-26,Metrocity
I284577,C109650,Female,64,Clothing,1,300.08,Cash,2022-12-27,Istinye Park
I440297,C280076,Male,41,Shoes,1,600.17,Cash,2021-04-30,Istinye Park
I669065,C167159,Male,33,Books,4,60.6,Debit Card,2022-10-13,Kanyon
I181000,C221946,Male,38,Cosmetics,5,203.3,Cash,2021-11-25,Kanyon
I173598,C545935,Female,57,Souvenir,4,46.92,Cash,2021-08-28,Metrocity
I215557,C312681,Male,69,Cosmetics,2,81.32,Cash,2023-02-16,Istinye Park
I464077,C433311,Female,51,Food & Beverage,4,20.92,Cash,2022-06-13,Istinye Park
I744721,C293200,Female,61,Souvenir,1,11.73,Debit Card,2021-11-29,Metrocity
I136495,C879016,Female,23,Toys,5,179.2,Credit Card,2022-01-16,Mall of Istanbul
I131276,C733923,Female,66,Clothing,1,300.08,Credit Card,2021-03-23,Metrocity
I141360,C324118,Female,44,Shoes,5,3000.85,Credit Card,2022-04-13,Mall of Istanbul
I316854,C178415,Female,51,Cosmetics,5,203.3,Debit Card,2022-03-20,Metropol AVM
I970219,C729480,Male,44,Clothing,4,1200.32,Cash,2022-01-26,Metrocity
I137112,C953886,Male,41,Technology,3,3150.0,Cash,2021-12-23,Mall of Istanbul
I882883,C980105,Male,51,Cosmetics,2,81.32,Debit Card,2022-08-30,Istinye Park
I231724,C157094,Female,39,Toys,5,179.2,Cash,2021-02-24,Forum Istanbul
I219040,C592249,Male,29,Clothing,5,1500.4,Cash,2023-02-21,Mall of Istanbul
I238199,C744765,Female,20,Clothing,2,600.16,Cash,2021-11-13,Metropol AVM
I172714,C282986,Female,36,Cosmetics,2,81.32,Credit Card,2022-05-22,Forum Istanbul
I332673,C326393,Female,28,Clothing,2,600.16,Cash,2022-05-31,Viaport Outlet
I250504,C344646,Male,55,Toys,1,35.84,Credit Card,2022-01-15,Zorlu Center
I902401,C396310,Male,22,Shoes,2,1200.34,Debit Card,2021-04-13,Kanyon
I119332,C278169,Male,48,Cosmetics,4,162.64,Cash,2022-09-16,Kanyon
I293897,C332924,Female,22,Clothing,3,900.24,Cash,2021-06-26,Kanyon
I913055,C186393,Male,25,Shoes,1,600.17,Debit Card,2022-10-17,Mall of Istanbul
I164562,C197879,Female,48,Clothing,5,1500.4,Credit Card,2022-04-18,Kanyon
I170111,C302300,Male,32,Clothing,2,600.16,Debit Card,2022-05-16,Mall of Istanbul
I173502,C237677,Female,54,Shoes,4,2400.68,Debit Card,2022-06-28,Istinye Park
I255159,C271956,Female,30,Food & Beverage,3,15.69,Credit Card,2021-12-16,Metropol AVM
I425877,C278258,Female,40,Clothing,3,900.24,Debit Card,2021-08-22,Kanyon
I236741,C226870,Male,26,Clothing,4,1200.32,Cash,2022-05-31,Emaar Square Mall
I284204,C337547,Female,19,Clothing,5,1500.4,Debit Card,2022-08-20,Metropol AVM
I337506,C468020,Female,57,Cosmetics,1,40.66,Cash,2022-11-26,Mall of Istanbul
I227074,C305838,Female,43,Cosmetics,5,203.3,Debit Card,2021-02-21,Kanyon
I264453,C172153,Female,29,Shoes,1,600.17,Debit Card,2022-06-18,Metrocity
I194679,C332780,Male,63,Cosmetics,2,81.32,Cash,2021-03-28,Mall of Istanbul
I765720,C335493,Female,50,Clothing,4,1200.32,Debit Card,2021-10-18,Metrocity
I305787,C148601,Female,63,Shoes,1,600.17,Cash,2021-01-31,Mall of Istanbul
I172418,C215578,Female,62,Cosmetics,2,81.32,Cash,2022-12-19,Kanyon
I785736,C427137,Female,39,Clothing,2,600.16,Credit Card,2021-07-16,Mall of Istanbul
I198638,C942581,Female,66,Toys,3,107.52,Cash,2021-08-13,Kanyon
I323537,C647951,Female,26,Cosmetics,5,203.3,Credit Card,2021-11-23,Metropol AVM
I296656,C220969,Male,33,Cosmetics,4,162.64,Credit Card,2021-12-30,Kanyon
I589690,C476047,Male,59,Clothing,5,1500.4,Cash,2021-03-14,Viaport Outlet
I183215,C286795,Male,38,Souvenir,3,35.19,Credit Card,2022-07-31,Zorlu Center
I204562,C345081,Female,35,Books,5,75.75,Credit Card,2022-12-25,Kanyon
I339323,C926856,Male,45,Shoes,1,600.17,Debit Card,2021-07-29,Metrocity
I613490,C711743,Female,60,Books,3,45.45,Credit Card,2021-03-30,Viaport Outlet
I109687,C105027,Male,51,Shoes,4,2400.68,Debit Card,2021-03-29,Mall of Istanbul
I402176,C139043,Male,24,Food & Beverage,2,10.46,Credit Card,2022-03-29,Istinye Park
I742453,C216835,Male,51,Clothing,5,1500.4,Cash,2022-12-31,Istinye Park
I210383,C278680,Male,33,Clothing,4,1200.32,Debit Card,2023-02-17,Mall of Istanbul
I527311,C192706,Female,59,Shoes,2,1200.34,Credit Card,2021-03-28,Metrocity
I217038,C400284,Female,29,Cosmetics,3,121.98,Cash,2022-01-31,Metrocity
I240562,C231384,Female,32,Cosmetics,1,40.66,Debit Card,2021-06-13,Mall of Istanbul
I561283,C138653,Male,30,Clothing,3,900.24,Cash,2021-09-20,Metrocity
I846828,C736352,Male,67,Clothing,4,1200.32,Cash,2022-09-23,Kanyon
I134211,C719449,Female,47,Cosmetics,1,40.66,Credit Card,2023-01-15,Cevahir AVM
I278789,C182625,Male,63,Cosmetics,2,81.32,Debit Card,2021-07-20,Istinye Park
I318470,C322597,Female,37,Clothing,4,1200.32,Debit Card,2021-02-27,Forum Istanbul
I104988,C706925,Female,30,Cosmetics,5,203.3,Cash,2022-07-25,Forum Istanbul
I307386,C140478,Female,39,Food & Beverage,1,5.23,Debit Card,2022-05-20,Kanyon
I293112,C176086,Female,32,Clothing,2,600.16,Credit Card,2021-01-13,Mall of Istanbul
I149025,C585595,Male,58,Clothing,5,1500.4,Debit Card,2023-02-28,Forum Istanbul
I163314,C240606,Female,27,Toys,2,71.68,Credit Card,2022-08-26,Mall of Istanbul
I227604,C477809,Male,44,Clothing,4,1200.32,Credit Card,2022-07-21,Mall of Istanbul
I127968,C255225,Male,27,Shoes,4,2400.68,Cash,2022-09-27,Kanyon
I310754,C195194,Male,66,Food & Beverage,4,20.92,Debit Card,2022-05-28,Mall of Istanbul
I262383,C687602,Male,61,Books,4,60.6,Credit Card,2023-01-28,Kanyon
I147608,C305239,Male,56,Shoes,2,1200.34,Debit Card,2021-12-26,Mall of Istanbul
I133938,C249649,Female,30,Technology,3,3150.0,Debit Card,2022-06-13,Cevahir AVM
I290240,C152091,Female,33,Food & Beverage,3,15.69,Debit Card,2021-12-31,Metropol AVM
I118999,C167812,Female,24,Food & Beverage,3,15.69,Cash,2022-03-24,Mall of Istanbul
I832050,C226451,Female,32,Toys,5,179.2,Cash,2022-10-21,Istinye Park
I123853,C335397,Female,59,Clothing,2,600.16,Debit Card,2021-06-14,Metropol AVM
I182341,C170821,Female,31,Shoes,4,2400.68,Credit Card,2021-03-13,Metrocity
I277240,C292985,Male,32,Clothing,5,1500.4,Cash,2022-04-22,Metropol AVM
I270675,C137647,Male,67,Cosmetics,3,121.98,Debit Card,2022-02-28,Metrocity
I443554,C284171,Female,55,Clothing,4,1200.32,Cash,2021-11-21,Metrocity
I173303,C351321,Male,50,Food & Beverage,5,26.15,Cash,2022-10-21,Metropol AVM
I768401,C541000,Female,45,Clothing,4,1200.32,Cash,2022-03-17,Mall of Istanbul
I251299,C222842,Female,53,Clothing,5,1500.4,Credit Card,2022-10-18,Istinye Park
I247166,C326353,Female,23,Books,5,75.75,Credit Card,2022-11-22,Viaport Outlet
I762207,C217482,Male,46,Books,1,15.15,Cash,2021-10-24,Forum Istanbul
I104918,C121021,Female,37,Books,4,60.6,Credit Card,2021-12-23,Kanyon
I229818,C314718,Female,49,Clothing,4,1200.32,Debit Card,2021-11-28,Viaport Outlet
I685593,C113186,Male,54,Clothing,2,600.16,Cash,2022-12-29,Mall of Istanbul
I272150,C129539,Female,50,Food & Beverage,4,20.92,Cash,2021-10-18,Mall of Istanbul
I682670,C209283,Female,69,Clothing,1,300.08,Cash,2023-02-20,Metrocity
I294077,C268039,Male,51,Cosmetics,4,162.64,Credit Card,2023-01-30,Kanyon
I318109,C564952,Male,60,Clothing,4,1200.32,Cash,2021-05-17,Emaar Square Mall
I296032,C254764,Male,33,Clothing,1,300.08,Credit Card,2022-02-23,Istinye Park
I429519,C141980,Female,57,Clothing,5,1500.4,Credit Card,2022-03-15,Kanyon
I122375,C239166,Male,56,Toys,3,107.52,Debit Card,2022-09-24,Mall of Istanbul
I941983,C894081,Female,21,Cosmetics,4,162.64,Credit Card,2022-09-29,Metrocity
I105331,C495411,Female,63,Clothing,1,300.08,Cash,2021-04-22,Kanyon
I908019,C782580,Male,26,Clothing,5,1500.4,Credit Card,2021-08-28,Kanyon
I293415,C241564,Male,36,Clothing,2,600.16,Cash,2021-12-23,Metropol AVM
I170974,C247898,Male,24,Clothing,5,1500.4,Credit Card,2022-04-30,Mall of Istanbul
I271446,C706099,Male,22,Shoes,3,1800.51,Credit Card,2022-08-14,Kanyon
I155874,C657730,Female,22,Technology,1,1050.0,Cash,2021-03-16,Metropol AVM
I229355,C192978,Male,28,Shoes,5,3000.85,Credit Card,2021-01-30,Kanyon
I339876,C275064,Male,51,Cosmetics,5,203.3,Cash,2022-04-25,Istinye Park
I297986,C304494,Male,33,Cosmetics,2,81.32,Cash,2022-06-25,Emaar Square Mall
I337510,C366631,Male,28,Cosmetics,4,162.64,Cash,2022-05-30,Kanyon
I290671,C205530,Female,53,Toys,1,35.84,Cash,2023-01-31,Forum Istanbul
I333579,C185496,Male,31,Technology,2,2100.0,Credit Card,2022-04-20,Kanyon
I960024,C173212,Male,32,Cosmetics,2,81.32,Cash,2023-01-31,Emaar Square Mall
I157685,C132440,Female,47,Clothing,4,1200.32,Debit Card,2022-06-25,Metrocity
I207623,C984717,Female,45,Clothing,2,600.16,Credit Card,2022-06-15,Viaport Outlet
I331512,C309374,Female,50,Clothing,4,1200.32,Credit Card,2022-09-29,Kanyon
I385546,C284794,Male,51,Technology,2,2100.0,Credit Card,2021-02-16,Metrocity
I309641,C122140,Female,34,Food & Beverage,1,5.23,Cash,2021-05-13,Metrocity
I292597,C257298,Female,64,Shoes,5,3000.85,Credit Card,2022-03-30,Kanyon
I202242,C513066,Male,19,Shoes,2,1200.34,Credit Card,2022-07-21,Metrocity
I786349,C261478,Male,68,Food & Beverage,4,20.92,Cash,2022-10-29,Kanyon
I243505,C503401,Male,42,Clothing,5,1500.4,Credit Card,2021-03-22,Metrocity
I186286,C294460,Female,68,Technology,5,5250.0,Cash,2021-10-25,Kanyon
I258028,C300640,Female,37,Clothing,4,1200.32,Cash,2022-07-23,Kanyon
I175461,C913425,Female,68,Food & Beverage,3,15.69,Cash,2022-10-26,Kanyon
I145662,C258483,Female,33,Clothing,4,1200.32,Debit Card,2021-02-24,Forum Istanbul
I858107,C450357,Male,34,Cosmetics,1,40.66,Cash,2022-05-25,Kanyon
I262696,C335262,Male,48,Shoes,1,600.17,Credit Card,2022-01-30,Kanyon
I280648,C982540,Male,46,Cosmetics,5,203.3,Debit Card,2021-05-27,Zorlu Center
I125576,C842175,Female,41,Shoes,4,2400.68,Debit Card,2023-01-22,Istinye Park
I124990,C860263,Male,51,Clothing,2,600.16,Debit Card,2021-03-14,Viaport Outlet
I334418,C319464,Female,65,Cosmetics,4,162.64,Cash,2023-02-14,Metrocity
I250526,C127676,Female,56,Shoes,3,1800.51,Debit Card,2022-07-20,Kanyon
I230313,C931779,Male,60,Clothing,1,300.08,Credit Card,2021-08-14,Kanyon
I216790,C963975,Female,68,Clothing,2,600.16,Credit Card,2021-02-15,Istinye Park
I270162,C526757,Female,26,Shoes,1,600.17,Credit Card,2022-06-27,Metrocity
I166232,C288691,Female,67,Books,2,30.3,Cash,2023-01-21,Istinye Park
I340955,C328348,Male,30,Cosmetics,3,121.98,Cash,2022-10-17,Forum Istanbul
I131289,C146982,Male,58,Food & Beverage,1,5.23,Debit Card,2022-03-26,Metropol AVM
I231914,C953835,Male,25,Clothing,2,600.16,Credit Card,2022-04-29,Viaport Outlet
I160172,C113167,Male,38,Souvenir,4,46.92,Credit Card,2021-09-29,Istinye Park
I122562,C311054,Female,67,Food & Beverage,4,20.92,Cash,2022-04-30,Mall of Istanbul
I128066,C182657,Female,60,Toys,5,179.2,Cash,2022-08-13,Kanyon
I296695,C212295,Female,22,Technology,5,5250.0,Credit Card,2022-05-15,Mall of Istanbul
I260845,C150054,Female,54,Clothing,3,900.24,Credit Card,2022-08-18,Metropol AVM
I159942,C165797,Female,25,Clothing,2,600.16,Cash,2022-03-25,Metrocity
I293755,C221233,Female,51,Toys,5,179.2,Debit Card,2021-05-21,Istinye Park
I104130,C255913,Female,55,Shoes,4,2400.68,Cash,2022-07-20,Metrocity
I300347,C160824,Male,45,Food & Beverage,3,15.69,Cash,2021-06-22,Viaport Outlet
I171415,C862679,Male,55,Food & Beverage,1,5.23,Debit Card,2021-04-13,Kanyon
I113956,C358652,Female,26,Food & Beverage,3,15.69,Debit Card,2023-02-22,Mall of Istanbul
I277427,C636731,Female,38,Shoes,4,2400.68,Credit Card,2021-09-23,Kanyon
I316925,C406123,Female,60,Clothing,5,1500.4,Debit Card,2021-05-19,Metrocity
I332263,C289544,Male,36,Clothing,5,1500.4,Cash,2023-02-13,Zorlu Center
I304441,C241428,Female,31,Food & Beverage,1,5.23,Debit Card,2022-01-21,Cevahir AVM
I464711,C245074,Female,56,Clothing,5,1500.4,Cash,2022-04-22,Metrocity
I920624,C321034,Male,44,Clothing,3,900.24,Credit Card,2022-12-23,Metropol AVM
I318323,C708261,Female,40,Cosmetics,2,81.32,Credit Card,2021-10-29,Cevahir AVM
I622411,C165613,Female,59,Cosmetics,3,121.98,Cash,2022-12-26,Metropol AVM
I140320,C302307,Male,23,Food & Beverage,2,10.46,Cash,2021-07-27,Kanyon
I164572,C158548,Male,21,Clothing,5,1500.4,Cash,2021-05-27,Emaar Square Mall
I487300,C271741,Female,21,Shoes,4,2400.68,Debit Card,2022-04-30,Mall of Istanbul
I281349,C202511,Male,42,Technology,4,4200.0,Cash,2021-04-19,Metropol AVM
I280966,C340317,Female,63,Shoes,5,3000.85,Credit Card,2021-01-16,Metrocity
I316894,C308266,Female,33,Clothing,5,1500.4,Credit Card,2022-10-26,Cevahir AVM
I271147,C296279,Female,27,Food & Beverage,4,20.92,Cash,2021-01-28,Metropol AVM
I106955,C108713,Male,66,Toys,2,71.68,Credit Card,2021-03-19,Mall of Istanbul
I233406,C202286,Female,43,Food & Beverage,4,20.92,Cash,2022-09-26,Emaar Square Mall
I383714,C181479,Male,22,Souvenir,3,35.19,Credit Card,2022-02-17,Mall of Istanbul
I184613,C955702,Male,24,Shoes,5,3000.85,Cash,2021-06-24,Mall of Istanbul
I197246,C600479,Female,57,Clothing,4,1200.32,Credit Card,2021-11-26,Kanyon
I584648,C224565,Male,37,Clothing,2,600.16,Debit Card,2022-05-15,Metrocity
I488838,C249133,Male,46,Food & Beverage,5,26.15,Cash,2021-10-31,Mall of Istanbul
I859473,C306238,Female,29,Books,4,60.6,Credit Card,2021-01-20,Kanyon
I220474,C191269,Female,65,Clothing,2,600.16,Credit Card,2022-08-26,Istinye Park
I432796,C301460,Female,40,Clothing,2,600.16,Credit Card,2021-02-14,Mall of Istanbul
I281632,C516559,Female,66,Food & Beverage,1,5.23,Cash,2021-11-29,Emaar Square Mall
I172688,C120760,Male,51,Cosmetics,2,81.32,Cash,2022-10-18,Metrocity
I220486,C191669,Female,63,Clothing,5,1500.4,Credit Card,2021-09-25,Mall of Istanbul
I161571,C210113,Female,63,Shoes,4,2400.68,Debit Card,2021-04-29,Istinye Park
I325545,C677804,Female,42,Clothing,5,1500.4,Credit Card,2022-01-21,Kanyon
I266237,C125917,Male,27,Clothing,4,1200.32,Credit Card,2022-10-25,Istinye Park
I304234,C245027,Female,24,Clothing,3,900.24,Credit Card,2022-11-29,Mall of Istanbul
I265359,C289153,Male,64,Food & Beverage,1,5.23,Cash,2022-08-18,Istinye Park
I158386,C187681,Female,39,Food & Beverage,1,5.23,Cash,2021-01-28,Kanyon
I216209,C149000,Female,64,Souvenir,2,23.46,Cash,2022-08-15,Mall of Istanbul
I120308,C276094,Female,28,Food & Beverage,5,26.15,Debit Card,2022-09-21,Forum Istanbul
I516282,C302672,Female,45,Technology,3,3150.0,Credit Card,2022-02-17,Metrocity
I169875,C278190,Male,20,Clothing,5,1500.4,Cash,2022-11-13,Emaar Square Mall
I120193,C134618,Male,24,Clothing,3,900.24,Credit Card,2021-01-18,Zorlu Center
I285851,C170105,Female,39,Clothing,4,1200.32,Cash,2021-07-31,Kanyon
I230762,C282099,Female,60,Food & Beverage,4,20.92,Credit Card,2021-09-20,Istinye Park
I863189,C934732,Female,23,Food & Beverage,3,15.69,Cash,2022-11-28,Kanyon
I262483,C153388,Female,54,Clothing,4,1200.32,Credit Card,2021-02-27,Metrocity
I124160,C299402,Female,59,Cosmetics,4,162.64,Debit Card,2022-10-16,Kanyon
I839837,C635290,Male,42,Technology,3,3150.0,Credit Card,2021-03-25,Kanyon
I141695,C281985,Male,67,Clothing,2,600.16,Cash,2022-06-26,Metrocity
I218194,C312235,Female,30,Souvenir,5,58.65,Cash,2021-03-28,Istinye Park
I113233,C751659,Female,49,Cosmetics,3,121.98,Cash,2021-03-18,Kanyon
I323789,C110388,Male,28,Clothing,3,900.24,Credit Card,2021-05-20,Metropol AVM
I106677,C258615,Male,51,Clothing,3,900.24,Debit Card,2022-03-17,Metropol AVM
I935582,C424700,Female,47,Cosmetics,5,203.3,Cash,2021-02-16,Kanyon
I268932,C388315,Female,22,Clothing,2,600.16,Cash,2021-07-26,Mall of Istanbul
I190792,C127722,Male,49,Clothing,4,1200.32,Cash,2022-07-25,Kanyon
I285766,C161073,Female,44,Food & Beverage,1,5.23,Cash,2022-02-22,Kanyon
I427298,C317805,Female,43,Shoes,3,1800.51,Credit Card,2021-03-26,Mall of Istanbul
I581118,C552671,Female,57,Shoes,5,3000.85,Debit Card,2022-02-14,Kanyon
I378032,C743191,Female,37,Food & Beverage,3,15.69,Cash,2022-04-29,Viaport Outlet
I205895,C179170,Female,67,Food & Beverage,1,5.23,Credit Card,2021-01-24,Forum Istanbul
I268679,C514356,Male,43,Shoes,3,1800.51,Credit Card,2023-02-27,Metrocity
I299934,C982022,Male,39,Clothing,5,1500.4,Cash,2022-12-25,Istinye Park
I942434,C256348,Female,52,Food & Beverage,3,15.69,Credit Card,2021-12-17,Istinye Park
I700797,C208962,Male,38,Cosmetics,2,81.32,Debit Card,2022-02-16,Mall of Istanbul
I220492,C171805,Female,48,Clothing,3,900.24,Credit Card,2022-01-22,Istinye Park
I155068,C335084,Female,47,Food & Beverage,3,15.69,Debit Card,2022-06-15,Istinye Park
I200751,C728060,Male,33,Cosmetics,3,121.98,Credit Card,2021-03-29,Mall of Istanbul
I263200,C182325,Female,32,Clothing,3,900.24,Cash,2021-09-13,Kanyon
I149456,C511188,Male,57,Clothing,3,900.24,Credit Card,2022-03-25,Metrocity
I144261,C122018,Male,19,Toys,2,71.68,Credit Card,2021-07-17,Zorlu Center
I853257,C207186,Male,66,Clothing,5,1500.4,Credit Card,2022-11-14,Kanyon
I248372,C204811,Female,56,Food & Beverage,1,5.23,Cash,2021-10-30,Kanyon
I145722,C261571,Female,68,Shoes,1,600.17,Cash,2022-08-31,Viaport Outlet
I191905,C261022,Female,48,Food & Beverage,1,5.23,Cash,2022-01-24,Mall of Istanbul
I404350,C214583,Male,20,Shoes,5,3000.85,Cash,2023-02-21,Metrocity
I179906,C327849,Male,44,Souvenir,4,46.92,Credit Card,2022-01-18,Emaar Square Mall
I185369,C725229,Female,36,Clothing,5,1500.4,Credit Card,2022-04-30,Metropol AVM
I322291,C946214,Female,60,Cosmetics,3,121.98,Credit Card,2021-09-29,Metropol AVM
I291308,C148587,Male,35,Food & Beverage,1,5.23,Debit Card,2021-06-25,Metropol AVM
I362416,C119461,Female,24,Clothing,2,600.16,Credit Card,2021-07-14,Metrocity
I192924,C991261,Female,67,Clothing,5,1500.4,Credit Card,2022-08-17,Emaar Square Mall
I935223,C112597,Male,68,Clothing,3,900.24,Credit Card,2022-01-19,Mall of Istanbul
I197827,C257896,Male,67,Cosmetics,2,81.32,Credit Card,2021-02-21,Zorlu Center
I229385,C178950,Male,68,Food & Beverage,4,20.92,Credit Card,2022-09-21,Viaport Outlet
I289732,C626579,Female,39,Clothing,2,600.16,Credit Card,2021-08-27,Mall of Istanbul
I191403,C315453,Male,21,Food & Beverage,5,26.15,Debit Card,2022-03-23,Metropol AVM
I210030,C321565,Female,67,Clothing,3,900.24,Credit Card,2023-01-16,Mall of Istanbul
I167253,C334671,Female,59,Food & Beverage,3,15.69,Credit Card,2021-05-31,Kanyon
I195026,C218470,Male,36,Clothing,1,300.08,Credit Card,2022-08-26,Cevahir AVM
I297530,C185684,Male,46,Clothing,2,600.16,Credit Card,2022-10-21,Metrocity
I302439,C334339,Female,49,Shoes,1,600.17,Credit Card,2022-08-16,Cevahir AVM
I125644,C901189,Female,21,Souvenir,4,46.92,Cash,2021-05-23,Mall of Istanbul
I189633,C274635,Male,50,Clothing,1,300.08,Debit Card,2021-12-26,Istinye Park
I526013,C177169,Male,43,Toys,4,143.36,Debit Card,2022-02-27,Mall of Istanbul
I263199,C318239,Male,26,Technology,4,4200.0,Cash,2022-12-15,Emaar Square Mall
I812833,C178546,Male,52,Books,1,15.15,Cash,2022-06-17,Mall of Istanbul
I196933,C136624,Female,27,Toys,4,143.36,Cash,2021-09-18,Zorlu Center
I773386,C338039,Male,55,Souvenir,1,11.73,Cash,2021-04-27,Mall of Istanbul
I205232,C909147,Male,45,Technology,5,5250.0,Cash,2021-12-16,Istinye Park
I335761,C290837,Female,31,Clothing,3,900.24,Cash,2022-05-21,Metropol AVM
I206369,C297398,Male,21,Toys,5,179.2,Debit Card,2022-08-18,Zorlu Center
I143985,C123408,Female,62,Shoes,2,1200.34,Credit Card,2021-10-20,Zorlu Center
I184781,C327401,Male,20,Food & Beverage,5,26.15,Cash,2021-06-22,Viaport Outlet
I169240,C321033,Male,55,Food & Beverage,4,20.92,Debit Card,2021-07-21,Metrocity
I136555,C815674,Male,38,Clothing,3,900.24,Cash,2022-03-23,Viaport Outlet
I105505,C741905,Male,61,Clothing,2,600.16,Credit Card,2022-11-15,Kanyon
I261816,C288085,Female,49,Food & Beverage,2,10.46,Cash,2021-11-21,Kanyon
I304586,C437252,Female,44,Cosmetics,2,81.32,Cash,2022-09-24,Viaport Outlet
I245992,C181194,Male,48,Clothing,2,600.16,Credit Card,2022-03-30,Mall of Istanbul
I269101,C339411,Female,53,Clothing,2,600.16,Credit Card,2022-08-14,Kanyon
I252034,C324518,Male,38,Toys,2,71.68,Cash,2023-01-13,Istinye Park
I483119,C998660,Female,53,Cosmetics,4,162.64,Cash,2021-09-28,Kanyon
I305001,C258175,Female,42,Toys,3,107.52,Credit Card,2022-06-23,Forum Istanbul
I442063,C121177,Male,23,Food & Beverage,5,26.15,Credit Card,2021-03-24,Forum Istanbul
I574021,C166100,Male,63,Technology,1,1050.0,Credit Card,2022-02-20,Viaport Outlet
I263423,C924731,Female,22,Shoes,3,1800.51,Cash,2021-11-13,Viaport Outlet
I134927,C162771,Male,49,Clothing,4,1200.32,Credit Card,2022-07-29,Kanyon
I123422,C330356,Female,24,Clothing,3,900.24,Cash,2021-10-29,Kanyon
I233485,C151909,Female,58,Clothing,3,900.24,Cash,2022-05-29,Metrocity
I213337,C217872,Female,18,Clothing,1,300.08,Credit Card,2021-08-29,Kanyon
I736246,C581290,Female,23,Souvenir,5,58.65,Cash,2022-11-27,Kanyon
I330030,C168122,Male,22,Toys,1,35.84,Cash,2022-07-21,Metropol AVM
I222184,C326025,Female,47,Souvenir,4,46.92,Cash,2022-12-31,Metrocity
I281637,C794310,Female,34,Cosmetics,1,40.66,Cash,2021-12-27,Metrocity
I755403,C266312,Male,37,Cosmetics,1,40.66,Debit Card,2021-08-15,Metrocity
I266588,C868519,Female,47,Technology,2,2100.0,Debit Card,2021-04-18,Mall of Istanbul
I142204,C235878,Female,37,Cosmetics,1,40.66,Credit Card,2021-04-28,Cevahir AVM
I274676,C282547,Female,50,Food & Beverage,3,15.69,Cash,2022-03-23,Zorlu Center
I194211,C113654,Female,62,Clothing,3,900.24,Credit Card,2022-02-21,Mall of Istanbul
I777368,C141365,Male,30,Clothing,2,600.16,Cash,2021-01-17,Metrocity
I224915,C289648,Female,34,Clothing,4,1200.32,Cash,2021-07-23,Mall of Istanbul
I217672,C884465,Female,31,Toys,3,107.52,Credit Card,2022-06-16,Metropol AVM
I133778,C304055,Male,32,Shoes,1,600.17,Debit Card,2022-02-28,Emaar Square Mall
I229912,C620252,Female,57,Toys,4,143.36,Cash,2021-10-16,Metrocity
I120999,C126653,Female,35,Food & Beverage,1,5.23,Cash,2022-05-28,Forum Istanbul
I270263,C287200,Female,51,Cosmetics,1,40.66,Credit Card,2022-10-27,Kanyon
I293702,C160608,Male,20,Toys,3,107.52,Debit Card,2021-09-23,Istinye Park
I280103,C153121,Male,51,Cosmetics,4,162.64,Credit Card,2021-08-16,Mall of Istanbul
I184725,C216375,Male,31,Clothing,1,300.08,Debit Card,2021-06-13,Cevahir AVM
I902210,C168225,Male,20,Souvenir,4,46.92,Debit Card,2022-11-22,Zorlu Center
I256586,C709304,Male,32,Cosmetics,4,162.64,Credit Card,2021-03-26,Forum Istanbul
I241656,C182590,Male,64,Clothing,4,1200.32,Cash,2022-11-22,Cevahir AVM
I128963,C121629,Male,47,Clothing,5,1500.4,Cash,2022-09-17,Emaar Square Mall
I127194,C204680,Female,51,Toys,5,179.2,Credit Card,2022-02-27,Istinye Park
I202763,C183961,Female,21,Clothing,1,300.08,Debit Card,2022-05-17,Kanyon
I483094,C106758,Female,62,Shoes,3,1800.51,Credit Card,2022-11-25,Mall of Istanbul
I266173,C202738,Female,27,Clothing,1,300.08,Credit Card,2022-07-21,Kanyon
I334384,C261001,Female,51,Food & Beverage,4,20.92,Cash,2022-01-14,Zorlu Center
I845286,C268758,Female,36,Clothing,2,600.16,Cash,2022-06-24,Forum Istanbul
